file	taxid	url
GCF_004323735.1_ASM432373v1_genomic.fna	2498135	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/323/735/GCF_004323735.1_ASM432373v1/GCF_004323735.1_ASM432373v1_genomic.fna.gz
GCF_002688585.1_ASM268858v1_genomic.fna	1925548	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/688/585/GCF_002688585.1_ASM268858v1/GCF_002688585.1_ASM268858v1_genomic.fna.gz
GCF_004354345.1_ASM435434v1_genomic.fna	1523415	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/354/345/GCF_004354345.1_ASM435434v1/GCF_004354345.1_ASM435434v1_genomic.fna.gz
GCF_003185725.2_ASM318572v2_genomic.fna	2170745	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/185/725/GCF_003185725.2_ASM318572v2/GCF_003185725.2_ASM318572v2_genomic.fna.gz
GCF_001562255.1_ASM156225v1_genomic.fna	1792307	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/562/255/GCF_001562255.1_ASM156225v1/GCF_001562255.1_ASM156225v1_genomic.fna.gz
GCF_000785535.1_ASM78553v1_genomic.fna	1494608	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/785/535/GCF_000785535.1_ASM78553v1/GCF_000785535.1_ASM78553v1_genomic.fna.gz
GCF_002763675.1_ASM276367v1_genomic.fna	2049935	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/763/675/GCF_002763675.1_ASM276367v1/GCF_002763675.1_ASM276367v1_genomic.fna.gz
GCF_000767055.1_ASM76705v1_genomic.fna	558173	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/055/GCF_000767055.1_ASM76705v1/GCF_000767055.1_ASM76705v1_genomic.fna.gz
GCF_900209925.1_EH1_genomic.fna	39488	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/209/925/GCF_900209925.1_EH1/GCF_900209925.1_EH1_genomic.fna.gz
GCF_900187285.1_51342_C02_genomic.fna	248315	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/285/GCF_900187285.1_51342_C02/GCF_900187285.1_51342_C02_genomic.fna.gz
GCF_000014905.1_ASM1490v1_genomic.fna	234267	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/905/GCF_000014905.1_ASM1490v1/GCF_000014905.1_ASM1490v1_genomic.fna.gz
GCF_001042675.1_ASM104267v1_genomic.fna	864564	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/042/675/GCF_001042675.1_ASM104267v1/GCF_001042675.1_ASM104267v1_genomic.fna.gz
GCF_001267925.1_ASM126792v1_genomic.fna	1262470	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/267/925/GCF_001267925.1_ASM126792v1/GCF_001267925.1_ASM126792v1_genomic.fna.gz
GCF_005601135.1_ASM560113v1_genomic.fna	2564099	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/601/135/GCF_005601135.1_ASM560113v1/GCF_005601135.1_ASM560113v1_genomic.fna.gz
GCF_001262015.1_ASM126201v1_genomic.fna	1236517	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/262/015/GCF_001262015.1_ASM126201v1/GCF_001262015.1_ASM126201v1_genomic.fna.gz
GCF_000009925.1_ASM992v1_genomic.fna	295405	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/925/GCF_000009925.1_ASM992v1/GCF_000009925.1_ASM992v1_genomic.fna.gz
GCF_000025985.1_ASM2598v1_genomic.fna	272559	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/985/GCF_000025985.1_ASM2598v1/GCF_000025985.1_ASM2598v1_genomic.fna.gz
GCF_000210835.1_ASM21083v1_genomic.fna	862962	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/835/GCF_000210835.1_ASM21083v1/GCF_000210835.1_ASM21083v1_genomic.fna.gz
GCF_001442535.1_ASM144253v1_genomic.fna	84531	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/442/535/GCF_001442535.1_ASM144253v1/GCF_001442535.1_ASM144253v1_genomic.fna.gz
GCF_000018025.1_ASM1802v1_genomic.fna	425104	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/025/GCF_000018025.1_ASM1802v1/GCF_000018025.1_ASM1802v1_genomic.fna.gz
GCF_003288115.1_ASM328811v1_genomic.fna	1622	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/288/115/GCF_003288115.1_ASM328811v1/GCF_003288115.1_ASM328811v1_genomic.fna.gz
GCF_002237595.1_ASM223759v1_genomic.fna	2021862	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/237/595/GCF_002237595.1_ASM223759v1/GCF_002237595.1_ASM223759v1_genomic.fna.gz
GCF_003609995.1_ASM360999v1_genomic.fna	2494234	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/609/995/GCF_003609995.1_ASM360999v1/GCF_003609995.1_ASM360999v1_genomic.fna.gz
GCF_001412535.1_ASM141253v1_genomic.fna	1678128	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/412/535/GCF_001412535.1_ASM141253v1/GCF_001412535.1_ASM141253v1_genomic.fna.gz
GCF_001412575.1_ASM141257v1_genomic.fna	1678129	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/412/575/GCF_001412575.1_ASM141257v1/GCF_001412575.1_ASM141257v1_genomic.fna.gz
GCF_000214665.1_ASM21466v1_genomic.fna	857087	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/665/GCF_000214665.1_ASM21466v1/GCF_000214665.1_ASM21466v1_genomic.fna.gz
GCF_001456065.2_ASM145606v2_genomic.fna	1492	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/456/065/GCF_001456065.2_ASM145606v2/GCF_001456065.2_ASM145606v2_genomic.fna.gz
GCF_000145275.1_ASM14527v1_genomic.fna	573061	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/275/GCF_000145275.1_ASM14527v1/GCF_000145275.1_ASM14527v1_genomic.fna.gz
GCF_000412695.1_ASM41269v1_genomic.fna	1245471	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/412/695/GCF_000412695.1_ASM41269v1/GCF_000412695.1_ASM41269v1_genomic.fna.gz
GCF_000576555.1_ASM57655v1_genomic.fna	1227739	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/576/555/GCF_000576555.1_ASM57655v1/GCF_000576555.1_ASM57655v1_genomic.fna.gz
GCF_000009205.2_ASM920v2_genomic.fna	272563	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/205/GCF_000009205.2_ASM920v2/GCF_000009205.2_ASM920v2_genomic.fna.gz
GCF_000085225.1_ASM8522v1_genomic.fna	645462	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/085/225/GCF_000085225.1_ASM8522v1/GCF_000085225.1_ASM8522v1_genomic.fna.gz
GCF_000210435.1_ASM21043v1_genomic.fna	699035	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/435/GCF_000210435.1_ASM21043v1/GCF_000210435.1_ASM21043v1_genomic.fna.gz
GCF_001854185.1_ASM185418v1_genomic.fna	1497	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/185/GCF_001854185.1_ASM185418v1/GCF_001854185.1_ASM185418v1_genomic.fna.gz
GCF_000737515.1_ASM73751v1_genomic.fna	1356852	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/737/515/GCF_000737515.1_ASM73751v1/GCF_000737515.1_ASM73751v1_genomic.fna.gz
GCF_001606005.1_ASM160600v1_genomic.fna	1703	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/606/005/GCF_001606005.1_ASM160600v1/GCF_001606005.1_ASM160600v1_genomic.fna.gz
GCF_003054555.1_ASM305455v1_genomic.fna	1535768	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/054/555/GCF_003054555.1_ASM305455v1/GCF_003054555.1_ASM305455v1_genomic.fna.gz
GCF_001561975.1_ASM156197v1_genomic.fna	1705	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/561/975/GCF_001561975.1_ASM156197v1/GCF_001561975.1_ASM156197v1_genomic.fna.gz
GCF_000212695.1_ASM21269v1_genomic.fna	590998	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/695/GCF_000212695.1_ASM21269v1/GCF_000212695.1_ASM21269v1_genomic.fna.gz
GCF_000146185.1_ASM14618v1_genomic.fna	515620	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/185/GCF_000146185.1_ASM14618v1/GCF_000146185.1_ASM14618v1_genomic.fna.gz
GCF_000008925.1_ASM892v1_genomic.fna	362948	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/925/GCF_000008925.1_ASM892v1/GCF_000008925.1_ASM892v1_genomic.fna.gz
GCF_001011095.1_ASM101109v1_genomic.fna	1194971	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/011/095/GCF_001011095.1_ASM101109v1/GCF_001011095.1_ASM101109v1_genomic.fna.gz
GCF_000316605.1_ASM31660v1_genomic.fna	111781	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/316/605/GCF_000316605.1_ASM31660v1/GCF_000316605.1_ASM31660v1_genomic.fna.gz
GCF_000319245.1_ASM31924v1_genomic.fna	1208923	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/319/245/GCF_000319245.1_ASM31924v1/GCF_000319245.1_ASM31924v1_genomic.fna.gz
GCF_000340925.1_ASM34092v1_genomic.fna	1208922	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/925/GCF_000340925.1_ASM34092v1/GCF_000340925.1_ASM34092v1_genomic.fna.gz
GCF_004328555.1_ASM432855v1_genomic.fna	195105	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/328/555/GCF_004328555.1_ASM432855v1/GCF_004328555.1_ASM432855v1_genomic.fna.gz
GCF_000819445.1_ASM81944v1_genomic.fna	1223515	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/819/445/GCF_000819445.1_ASM81944v1/GCF_000819445.1_ASM81944v1_genomic.fna.gz
GCF_001888805.2_ASM188880v2_genomic.fna	1914861	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/888/805/GCF_001888805.2_ASM188880v2/GCF_001888805.2_ASM188880v2_genomic.fna.gz
GCF_000019945.1_ASM1994v1_genomic.fna	441620	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/945/GCF_000019945.1_ASM1994v1/GCF_000019945.1_ASM1994v1_genomic.fna.gz
GCF_000814825.1_ASM81482v1_genomic.fna	1531429	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/814/825/GCF_000814825.1_ASM81482v1/GCF_000814825.1_ASM81482v1_genomic.fna.gz
GCF_000020045.1_ASM2004v1_genomic.fna	391038	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/045/GCF_000020045.1_ASM2004v1/GCF_000020045.1_ASM2004v1_genomic.fna.gz
GCF_000195975.1_ASM19597v1_genomic.fna	84588	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/975/GCF_000195975.1_ASM19597v1/GCF_000195975.1_ASM19597v1_genomic.fna.gz
GCF_000252445.1_ASM25244v1_genomic.fna	745776	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/252/445/GCF_000252445.1_ASM25244v1/GCF_000252445.1_ASM25244v1_genomic.fna.gz
GCF_002587065.1_ASM258706v1_genomic.fna	2033032	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/587/065/GCF_002587065.1_ASM258706v1/GCF_002587065.1_ASM258706v1_genomic.fna.gz
GCF_002586745.1_ASM258674v1_genomic.fna	2033033	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/586/745/GCF_002586745.1_ASM258674v1/GCF_002586745.1_ASM258674v1_genomic.fna.gz
GCF_000725385.1_ASM72538v1_genomic.fna	1217721	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/385/GCF_000725385.1_ASM72538v1/GCF_000725385.1_ASM72538v1_genomic.fna.gz
GCF_001708305.1_ASM170830v1_genomic.fna	1888195	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/305/GCF_001708305.1_ASM170830v1/GCF_001708305.1_ASM170830v1_genomic.fna.gz
GCF_000236665.1_ASM23666v1_genomic.fna	640081	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/665/GCF_000236665.1_ASM23666v1/GCF_000236665.1_ASM23666v1_genomic.fna.gz
GCF_000247605.1_ASM24760v1_genomic.fna	931626	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/247/605/GCF_000247605.1_ASM24760v1/GCF_000247605.1_ASM24760v1_genomic.fna.gz
GCF_900604345.1_PRJEB24952_genomic.fna	2086585	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/604/345/GCF_900604345.1_PRJEB24952/GCF_900604345.1_PRJEB24952_genomic.fna.gz
GCF_000008065.1_ASM806v1_genomic.fna	257314	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/065/GCF_000008065.1_ASM806v1/GCF_000008065.1_ASM806v1_genomic.fna.gz
GCF_000091405.1_ASM9140v1_genomic.fna	633699	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/405/GCF_000091405.1_ASM9140v1/GCF_000091405.1_ASM9140v1_genomic.fna.gz
GCF_000204985.1_ASM20498v1_genomic.fna	909954	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/985/GCF_000204985.1_ASM20498v1/GCF_000204985.1_ASM20498v1_genomic.fna.gz
GCF_000498675.1_ASM49867v1_genomic.fna	1408186	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/498/675/GCF_000498675.1_ASM49867v1/GCF_000498675.1_ASM49867v1_genomic.fna.gz
GCF_003403095.1_ASM340309v1_genomic.fna	1891279	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/403/095/GCF_003403095.1_ASM340309v1/GCF_003403095.1_ASM340309v1_genomic.fna.gz
GCF_002943895.1_ASM294389v1_genomic.fna	2094021	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/943/895/GCF_002943895.1_ASM294389v1/GCF_002943895.1_ASM294389v1_genomic.fna.gz
GCF_002863805.1_ASM286380v1_genomic.fna	1898103	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/863/805/GCF_002863805.1_ASM286380v1/GCF_002863805.1_ASM286380v1_genomic.fna.gz
GCF_002966125.1_ASM296612v1_genomic.fna	2094025	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/966/125/GCF_002966125.1_ASM296612v1/GCF_002966125.1_ASM296612v1_genomic.fna.gz
GCF_000016725.1_ASM1672v1_genomic.fna	349163	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/725/GCF_000016725.1_ASM1672v1/GCF_000016725.1_ASM1672v1_genomic.fna.gz
GCF_000807405.2_ASM80740v4_genomic.fna	301102	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/405/GCF_000807405.2_ASM80740v4/GCF_000807405.2_ASM80740v4_genomic.fna.gz
GCF_000807425.2_ASM80742v4_genomic.fna	299766	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/425/GCF_000807425.2_ASM80742v4/GCF_000807425.2_ASM80742v4_genomic.fna.gz
GCF_000814205.1_ASM81420v1_genomic.fna	301105	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/814/205/GCF_000814205.1_ASM81420v1/GCF_000814205.1_ASM81420v1_genomic.fna.gz
GCF_000814225.1_ASM81422v1_genomic.fna	1296536	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/814/225/GCF_000814225.1_ASM81422v1/GCF_000814225.1_ASM81422v1_genomic.fna.gz
GCF_001729745.1_ASM172974v1_genomic.fna	1812934	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/745/GCF_001729745.1_ASM172974v1/GCF_001729745.1_ASM172974v1_genomic.fna.gz
GCF_000023285.1_ASM2328v1_genomic.fna	521097	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/285/GCF_000023285.1_ASM2328v1/GCF_000023285.1_ASM2328v1_genomic.fna.gz
GCF_001953195.1_ASM195319v1_genomic.fna	487316	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/195/GCF_001953195.1_ASM195319v1/GCF_001953195.1_ASM195319v1_genomic.fna.gz
GCF_000297075.2_Ppseudo_final_genomic.fna	1182590	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/297/075/GCF_000297075.2_Ppseudo_final/GCF_000297075.2_Ppseudo_final_genomic.fna.gz
GCF_000189415.1_ASM18941v1_genomic.fna	865938	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/415/GCF_000189415.1_ASM18941v1/GCF_000189415.1_ASM18941v1_genomic.fna.gz
GCF_001890385.1_ASM189038v1_genomic.fna	1921510	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/385/GCF_001890385.1_ASM189038v1/GCF_001890385.1_ASM189038v1_genomic.fna.gz
GCF_002302415.1_ASM230241v1_genomic.fna	1017	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/302/415/GCF_002302415.1_ASM230241v1/GCF_002302415.1_ASM230241v1_genomic.fna.gz
GCF_000148685.1_ASM14868v1_genomic.fna	640512	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/685/GCF_000148685.1_ASM14868v1/GCF_000148685.1_ASM14868v1_genomic.fna.gz
GCF_000284115.1_ASM28411v1_genomic.fna	1142394	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/115/GCF_000284115.1_ASM28411v1/GCF_000284115.1_ASM28411v1_genomic.fna.gz
GCF_000176935.3_ASM17693v3_genomic.fna	640510	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/935/GCF_000176935.3_ASM17693v3/GCF_000176935.3_ASM17693v3_genomic.fna.gz
GCF_000092885.1_ASM9288v1_genomic.fna	640511	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/885/GCF_000092885.1_ASM9288v1/GCF_000092885.1_ASM9288v1_genomic.fna.gz
GCF_002162035.1_ASM216203v1_genomic.fna	1985873	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/035/GCF_002162035.1_ASM216203v1/GCF_002162035.1_ASM216203v1_genomic.fna.gz
GCF_000196355.1_ASM19635v1_genomic.fna	323848	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/355/GCF_000196355.1_ASM19635v1/GCF_000196355.1_ASM19635v1_genomic.fna.gz
GCF_001274895.1_ASM127489v1_genomic.fna	1408189	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/274/895/GCF_001274895.1_ASM127489v1/GCF_001274895.1_ASM127489v1_genomic.fna.gz
GCF_001663655.1_ASM166365v1_genomic.fna	375175	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/655/GCF_001663655.1_ASM166365v1/GCF_001663655.1_ASM166365v1_genomic.fna.gz
GCF_900155645.1_Propionibacterium_massiliense_genomic.fna	1871034	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/155/645/GCF_900155645.1_Propionibacterium_massiliense/GCF_900155645.1_Propionibacterium_massiliense_genomic.fna.gz
GCF_000300295.4_ASM30029v4_genomic.fna	1227812	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/295/GCF_000300295.4_ASM30029v4/GCF_000300295.4_ASM30029v4_genomic.fna.gz
GCF_003970715.1_ASM397071v1_genomic.fna	66425	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/970/715/GCF_003970715.1_ASM397071v1/GCF_003970715.1_ASM397071v1_genomic.fna.gz
GCF_001042635.1_ASM104263v1_genomic.fna	1150461	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/042/635/GCF_001042635.1_ASM104263v1/GCF_001042635.1_ASM104263v1_genomic.fna.gz
GCF_000024465.1_ASM2446v1_genomic.fna	488538	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/465/GCF_000024465.1_ASM2446v1/GCF_000024465.1_ASM2446v1_genomic.fna.gz
GCF_000197735.1_ASM19773v1_genomic.fna	861360	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/197/735/GCF_000197735.1_ASM19773v1/GCF_000197735.1_ASM19773v1_genomic.fna.gz
GCF_003343305.1_ASM334330v1_genomic.fna	160453	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/343/305/GCF_003343305.1_ASM334330v1/GCF_003343305.1_ASM334330v1_genomic.fna.gz
GCF_002218025.2_ASM221802v2_genomic.fna	673372	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/218/025/GCF_002218025.2_ASM221802v2/GCF_002218025.2_ASM221802v2_genomic.fna.gz
GCF_000011145.1_ASM1114v1_genomic.fna	272558	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/145/GCF_000011145.1_ASM1114v1/GCF_000011145.1_ASM1114v1_genomic.fna.gz
GCF_002024265.1_ASM202426v1_genomic.fna	86664	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/024/265/GCF_002024265.1_ASM202426v1/GCF_002024265.1_ASM202426v1_genomic.fna.gz
GCF_005280655.1_ASM528065v1_genomic.fna	1229621	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/280/655/GCF_005280655.1_ASM528065v1/GCF_005280655.1_ASM528065v1_genomic.fna.gz
GCF_002072815.1_ASM207281v1_genomic.fna	1094342	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/072/815/GCF_002072815.1_ASM207281v1/GCF_002072815.1_ASM207281v1_genomic.fna.gz
GCF_004117035.1_ASM411703v1_genomic.fna	421000	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/117/035/GCF_004117035.1_ASM411703v1/GCF_004117035.1_ASM411703v1_genomic.fna.gz
GCF_002005445.1_ASM200544v1_genomic.fna	435	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/445/GCF_002005445.1_ASM200544v1/GCF_002005445.1_ASM200544v1_genomic.fna.gz
GCF_000215645.1_ASM21564v1_genomic.fna	945711	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/645/GCF_000215645.1_ASM21564v1/GCF_000215645.1_ASM21564v1_genomic.fna.gz
GCF_000215665.1_ASM21566v1_genomic.fna	945712	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/665/GCF_000215665.1_ASM21566v1/GCF_000215665.1_ASM21566v1_genomic.fna.gz
GCF_000306825.1_ASM30682v1_genomic.fna	996634	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/306/825/GCF_000306825.1_ASM30682v1/GCF_000306825.1_ASM30682v1_genomic.fna.gz
GCF_000499805.2_ASM49980v2_genomic.fna	1408268	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/805/GCF_000499805.2_ASM49980v2/GCF_000499805.2_ASM49980v2_genomic.fna.gz
GCF_000767685.1_ASM76768v1_genomic.fna	1006579	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/685/GCF_000767685.1_ASM76768v1/GCF_000767685.1_ASM76768v1_genomic.fna.gz
GCF_000772085.1_ASM77208v1_genomic.fna	1561023	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/772/085/GCF_000772085.1_ASM77208v1/GCF_000772085.1_ASM77208v1_genomic.fna.gz
GCF_001612555.1_ASM161255v1_genomic.fna	1407071	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/612/555/GCF_001612555.1_ASM161255v1/GCF_001612555.1_ASM161255v1_genomic.fna.gz
GCF_002076915.1_ASM207691v1_genomic.fna	1960083	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/076/915/GCF_002076915.1_ASM207691v1/GCF_002076915.1_ASM207691v1_genomic.fna.gz
GCF_000827125.1_ASM82712v1_genomic.fna	483547	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/827/125/GCF_000827125.1_ASM82712v1/GCF_000827125.1_ASM82712v1_genomic.fna.gz
GCF_000022605.2_ASM2260v1_genomic.fna	331104	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/605/GCF_000022605.2_ASM2260v1/GCF_000022605.2_ASM2260v1_genomic.fna.gz
GCF_000826965.5_ASM82696v4_genomic.fna	93218	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/826/965/GCF_000826965.5_ASM82696v4/GCF_000826965.5_ASM82696v4_genomic.fna.gz
GCF_001465545.3_ASM146554v3_genomic.fna	93219	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/545/GCF_001465545.3_ASM146554v3/GCF_001465545.3_ASM146554v3_genomic.fna.gz
GCF_001941865.1_ASM194186v1_genomic.fna	741155	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/865/GCF_001941865.1_ASM194186v1/GCF_001941865.1_ASM194186v1_genomic.fna.gz
GCF_004322755.1_ASM432275v1_genomic.fna	321983	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/322/755/GCF_004322755.1_ASM432275v1/GCF_004322755.1_ASM432275v1_genomic.fna.gz
GCF_000025885.1_ASM2588v1_genomic.fna	572547	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/885/GCF_000025885.1_ASM2588v1/GCF_000025885.1_ASM2588v1_genomic.fna.gz
GCF_002549795.1_ASM254979v1_genomic.fna	475662	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/549/795/GCF_002549795.1_ASM254979v1/GCF_002549795.1_ASM254979v1_genomic.fna.gz
GCF_003143515.1_ASM314351v1_genomic.fna	945844	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/143/515/GCF_003143515.1_ASM314351v1/GCF_003143515.1_ASM314351v1_genomic.fna.gz
GCF_002741035.1_ASM274103v1_genomic.fna	1870819	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/741/035/GCF_002741035.1_ASM274103v1/GCF_002741035.1_ASM274103v1_genomic.fna.gz
GCF_005157325.1_ASM515732v1_genomic.fna	333962	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/157/325/GCF_005157325.1_ASM515732v1/GCF_005157325.1_ASM515732v1_genomic.fna.gz
GCF_001856665.1_ASM185666v1_genomic.fna	1850250	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/856/665/GCF_001856665.1_ASM185666v1/GCF_001856665.1_ASM185666v1_genomic.fna.gz
GCF_002880615.1_ASM288061v1_genomic.fna	2066049	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/880/615/GCF_002880615.1_ASM288061v1/GCF_002880615.1_ASM288061v1_genomic.fna.gz
