sample	Instrument	seq_type	Bases	Instrument	LibraryLayout	patient
SRR5103460	NextSeq 500	Smart-seq2	142207728	NextSeq 500	PAIRED	Pt0
SRR5103461	NextSeq 500	Smart-seq2	59944716	NextSeq 500	PAIRED	Pt0
SRR5103462	NextSeq 500	Smart-seq2	94463928	NextSeq 500	PAIRED	Pt0
SRR5103463	NextSeq 500	Smart-seq2	57198750	NextSeq 500	PAIRED	Pt0
SRR5103464	NextSeq 500	Smart-seq2	13502112	NextSeq 500	PAIRED	Pt0
SRR5103465	NextSeq 500	Smart-seq2	124144410	NextSeq 500	PAIRED	Pt0
SRR5103466	NextSeq 500	Smart-seq2	54659982	NextSeq 500	PAIRED	Pt0
SRR5103467	NextSeq 500	Smart-seq2	82811742	NextSeq 500	PAIRED	Pt0
SRR5103468	NextSeq 500	Smart-seq2	69479592	NextSeq 500	PAIRED	Pt0
SRR5103469	NextSeq 500	Smart-seq2	157935336	NextSeq 500	PAIRED	Pt0
SRR5103470	NextSeq 500	Smart-seq2	41324088	NextSeq 500	PAIRED	Pt0
SRR5103471	NextSeq 500	Smart-seq2	74647794	NextSeq 500	PAIRED	Pt0
SRR5103472	NextSeq 500	Smart-seq2	161557890	NextSeq 500	PAIRED	Pt0
SRR5103473	NextSeq 500	Smart-seq2	47635926	NextSeq 500	PAIRED	Pt0
SRR5103474	NextSeq 500	Smart-seq2	62165320	NextSeq 500	PAIRED	Pt0
SRR5103475	NextSeq 500	Smart-seq2	10701054	NextSeq 500	PAIRED	Pt0
SRR5103476	NextSeq 500	Smart-seq2	129694578	NextSeq 500	PAIRED	Pt0
SRR5103477	NextSeq 500	Smart-seq2	67853214	NextSeq 500	PAIRED	Pt0
SRR5103478	NextSeq 500	Smart-seq2	45597786	NextSeq 500	PAIRED	Pt0
SRR5103479	NextSeq 500	Smart-seq2	61106838	NextSeq 500	PAIRED	Pt0
SRR5103480	NextSeq 500	Smart-seq2	18129306	NextSeq 500	PAIRED	Pt0
SRR5103481	NextSeq 500	Smart-seq2	80221908	NextSeq 500	PAIRED	Pt0
SRR5103482	NextSeq 500	Smart-seq2	44381142	NextSeq 500	PAIRED	Pt0
SRR5103483	NextSeq 500	Smart-seq2	217956414	NextSeq 500	PAIRED	Pt0
SRR5103484	NextSeq 500	Smart-seq2	65850642	NextSeq 500	PAIRED	Pt0
SRR5103485	NextSeq 500	Smart-seq2	64783600	NextSeq 500	PAIRED	Pt0
SRR5103486	NextSeq 500	Smart-seq2	86859552	NextSeq 500	PAIRED	Pt0
SRR5103487	NextSeq 500	Smart-seq2	82439760	NextSeq 500	PAIRED	Pt0
SRR5103488	NextSeq 500	Smart-seq2	31449210	NextSeq 500	PAIRED	Pt0
SRR5103489	NextSeq 500	Smart-seq2	23933676	NextSeq 500	PAIRED	Pt0
SRR5103490	NextSeq 500	Smart-seq2	105611610	NextSeq 500	PAIRED	Pt0
SRR5103491	NextSeq 500	Smart-seq2	220656228	NextSeq 500	PAIRED	Pt0
SRR5103492	NextSeq 500	Smart-seq2	171467166	NextSeq 500	PAIRED	Pt0
SRR5103493	NextSeq 500	Smart-seq2	64033398	NextSeq 500	PAIRED	Pt0
SRR5103494	NextSeq 500	Smart-seq2	161836194	NextSeq 500	PAIRED	Pt0
SRR5103495	NextSeq 500	Smart-seq2	39453258	NextSeq 500	PAIRED	Pt0
SRR5103496	NextSeq 500	Smart-seq2	29427020	NextSeq 500	PAIRED	Pt0
SRR5103497	NextSeq 500	Smart-seq2	252820230	NextSeq 500	PAIRED	Pt0
SRR5103498	NextSeq 500	Smart-seq2	175396728	NextSeq 500	PAIRED	Pt0
SRR5103499	NextSeq 500	Smart-seq2	205747152	NextSeq 500	PAIRED	Pt0
SRR5103500	NextSeq 500	Smart-seq2	248886768	NextSeq 500	PAIRED	Pt0
SRR5103501	NextSeq 500	Smart-seq2	31057416	NextSeq 500	PAIRED	Pt0
SRR5103502	NextSeq 500	Smart-seq2	26617968	NextSeq 500	PAIRED	Pt0
SRR5103503	NextSeq 500	Smart-seq2	233968644	NextSeq 500	PAIRED	Pt0
SRR5103504	NextSeq 500	Smart-seq2	129438894	NextSeq 500	PAIRED	Pt0
SRR5103505	NextSeq 500	Smart-seq2	155266566	NextSeq 500	PAIRED	Pt0
SRR5103506	NextSeq 500	Smart-seq2	220097670	NextSeq 500	PAIRED	Pt0
SRR5103507	NextSeq 500	Smart-seq2	38439870	NextSeq 500	PAIRED	Pt0
SRR5103508	NextSeq 500	Smart-seq2	35371674	NextSeq 500	PAIRED	Pt0
SRR5103509	NextSeq 500	Smart-seq2	46856940	NextSeq 500	PAIRED	Pt0
SRR5103510	NextSeq 500	Smart-seq2	15231060	NextSeq 500	PAIRED	Pt0
SRR5103511	NextSeq 500	Smart-seq2	4893876	NextSeq 500	PAIRED	Pt0
SRR5103512	NextSeq 500	Smart-seq2	4150380	NextSeq 500	PAIRED	Pt0
SRR5103513	NextSeq 500	Smart-seq2	200955066	NextSeq 500	PAIRED	Pt0
SRR5103514	NextSeq 500	Smart-seq2	311383488	NextSeq 500	PAIRED	Pt0
SRR5103515	NextSeq 500	Smart-seq2	65665080	NextSeq 500	PAIRED	Pt0
SRR5103516	NextSeq 500	Smart-seq2	90970854	NextSeq 500	PAIRED	Pt0
SRR5103517	NextSeq 500	Smart-seq2	67138812	NextSeq 500	PAIRED	Pt0
SRR5103518	NextSeq 500	Smart-seq2	45064250	NextSeq 500	PAIRED	Pt0
SRR5103519	NextSeq 500	Smart-seq2	30761172	NextSeq 500	PAIRED	Pt0
SRR5103520	NextSeq 500	Smart-seq2	204495408	NextSeq 500	PAIRED	Pt0
SRR5103521	NextSeq 500	Smart-seq2	188261112	NextSeq 500	PAIRED	Pt0
SRR5103522	NextSeq 500	Smart-seq2	57839340	NextSeq 500	PAIRED	Pt0
SRR5103523	NextSeq 500	Smart-seq2	41404662	NextSeq 500	PAIRED	Pt0
SRR5103524	NextSeq 500	Smart-seq2	84511206	NextSeq 500	PAIRED	Pt0
SRR5103525	NextSeq 500	Smart-seq2	52780650	NextSeq 500	PAIRED	Pt0
SRR5103526	NextSeq 500	Smart-seq2	93512640	NextSeq 500	PAIRED	Pt0
SRR5103527	NextSeq 500	Smart-seq2	107351322	NextSeq 500	PAIRED	Pt0
SRR5103528	NextSeq 500	Smart-seq2	80231658	NextSeq 500	PAIRED	Pt0
SRR5103529	NextSeq 500	Smart-seq2	48049750	NextSeq 500	PAIRED	Pt0
SRR5103530	NextSeq 500	Smart-seq2	128543800	NextSeq 500	PAIRED	Pt0
SRR5103531	NextSeq 500	Smart-seq2	82807374	NextSeq 500	PAIRED	Pt0
SRR5103532	NextSeq 500	Smart-seq2	178955400	NextSeq 500	PAIRED	Pt0
SRR5103533	NextSeq 500	Smart-seq2	116636052	NextSeq 500	PAIRED	Pt0
SRR5103534	NextSeq 500	Smart-seq2	96323214	NextSeq 500	PAIRED	Pt0
SRR5103535	NextSeq 500	Smart-seq2	216707478	NextSeq 500	PAIRED	Pt0
SRR5103536	NextSeq 500	Smart-seq2	91022568	NextSeq 500	PAIRED	Pt0
SRR5103537	NextSeq 500	Smart-seq2	69953598	NextSeq 500	PAIRED	Pt0
SRR5103538	NextSeq 500	Smart-seq2	81588780	NextSeq 500	PAIRED	Pt0
SRR5103539	NextSeq 500	Smart-seq2	118074762	NextSeq 500	PAIRED	Pt0
SRR5103540	NextSeq 500	Smart-seq2	117210444	NextSeq 500	PAIRED	Pt0
SRR5103541	NextSeq 500	Smart-seq2	36473150	NextSeq 500	PAIRED	Pt0
SRR5103542	NextSeq 500	Smart-seq2	74240556	NextSeq 500	PAIRED	Pt0
SRR5103543	NextSeq 500	Smart-seq2	103901460	NextSeq 500	PAIRED	Pt0
SRR5103544	NextSeq 500	Smart-seq2	106550574	NextSeq 500	PAIRED	Pt0
SRR5103545	NextSeq 500	Smart-seq2	103785396	NextSeq 500	PAIRED	Pt0
SRR5103546	NextSeq 500	Smart-seq2	95853420	NextSeq 500	PAIRED	Pt0
SRR5103547	NextSeq 500	Smart-seq2	109890612	NextSeq 500	PAIRED	Pt0
SRR5103548	NextSeq 500	Smart-seq2	106141152	NextSeq 500	PAIRED	Pt0
SRR5103549	NextSeq 500	Smart-seq2	141306672	NextSeq 500	PAIRED	Pt0
SRR5103550	NextSeq 500	Smart-seq2	199003506	NextSeq 500	PAIRED	Pt0
SRR5103551	NextSeq 500	Smart-seq2	73655634	NextSeq 500	PAIRED	Pt0
SRR5103552	NextSeq 500	Smart-seq2	2410940	NextSeq 500	PAIRED	Pt0
SRR5103553	NextSeq 500	Smart-seq2	69591600	NextSeq 500	PAIRED	Pt0
SRR5103554	NextSeq 500	Smart-seq2	105433692	NextSeq 500	PAIRED	Pt0
SRR5103555	NextSeq 500	Smart-seq2	23304918	NextSeq 500	PAIRED	Pt0
SRR5103556	NextSeq 500	Smart-seq2	235264146	NextSeq 500	PAIRED	Pt0
SRR5103557	NextSeq 500	Smart-seq2	87167262	NextSeq 500	PAIRED	Pt0
SRR5103558	NextSeq 500	Smart-seq2	93083952	NextSeq 500	PAIRED	Pt0
SRR5103559	NextSeq 500	Smart-seq2	95256642	NextSeq 500	PAIRED	Pt0
SRR5103560	NextSeq 500	Smart-seq2	124226778	NextSeq 500	PAIRED	Pt0
SRR5103561	NextSeq 500	Smart-seq2	106646124	NextSeq 500	PAIRED	Pt0
SRR5103562	NextSeq 500	Smart-seq2	117105222	NextSeq 500	PAIRED	Pt0
SRR5103563	NextSeq 500	Smart-seq2	18500930	NextSeq 500	PAIRED	Pt0
SRR5103564	NextSeq 500	Smart-seq2	46938840	NextSeq 500	PAIRED	Pt0
SRR5103565	NextSeq 500	Smart-seq2	24787074	NextSeq 500	PAIRED	Pt0
SRR5103566	NextSeq 500	Smart-seq2	87067968	NextSeq 500	PAIRED	Pt0
SRR5103568	NextSeq 500	Smart-seq2	133424304	NextSeq 500	PAIRED	Pt0
SRR5103569	NextSeq 500	Smart-seq2	164423298	NextSeq 500	PAIRED	Pt0
SRR5103570	NextSeq 500	Smart-seq2	175363500	NextSeq 500	PAIRED	Pt0
SRR5103571	NextSeq 500	Smart-seq2	171403986	NextSeq 500	PAIRED	Pt0
SRR5103572	NextSeq 500	Smart-seq2	162137820	NextSeq 500	PAIRED	Pt0
SRR5103573	NextSeq 500	Smart-seq2	134941716	NextSeq 500	PAIRED	Pt0
SRR5103574	NextSeq 500	Smart-seq2	45045312	NextSeq 500	PAIRED	Pt0
SRR5103575	NextSeq 500	Smart-seq2	31736950	NextSeq 500	PAIRED	Pt0
SRR5103576	NextSeq 500	Smart-seq2	199138758	NextSeq 500	PAIRED	Pt0
SRR5103577	NextSeq 500	Smart-seq2	108477408	NextSeq 500	PAIRED	Pt0
SRR5103578	NextSeq 500	Smart-seq2	169185042	NextSeq 500	PAIRED	Pt0
SRR5103579	NextSeq 500	Smart-seq2	120791190	NextSeq 500	PAIRED	Pt0
SRR5103580	NextSeq 500	Smart-seq2	173551872	NextSeq 500	PAIRED	Pt0
SRR5103581	NextSeq 500	Smart-seq2	156429156	NextSeq 500	PAIRED	Pt0
SRR5103582	NextSeq 500	Smart-seq2	19598982	NextSeq 500	PAIRED	Pt0
SRR5103583	NextSeq 500	Smart-seq2	187641168	NextSeq 500	PAIRED	Pt0
SRR5103584	NextSeq 500	Smart-seq2	212358198	NextSeq 500	PAIRED	Pt0
SRR5103585	NextSeq 500	Smart-seq2	125326812	NextSeq 500	PAIRED	Pt0
SRR5103586	NextSeq 500	Smart-seq2	44750230	NextSeq 500	PAIRED	Pt0
SRR5103587	NextSeq 500	Smart-seq2	36930660	NextSeq 500	PAIRED	Pt0
SRR5103588	NextSeq 500	Smart-seq2	105460602	NextSeq 500	PAIRED	Pt0
SRR5103589	NextSeq 500	Smart-seq2	202320144	NextSeq 500	PAIRED	Pt0
SRR5103590	NextSeq 500	Smart-seq2	147609540	NextSeq 500	PAIRED	Pt0
SRR5103591	NextSeq 500	Smart-seq2	71255808	NextSeq 500	PAIRED	Pt0
SRR5103592	NextSeq 500	Smart-seq2	134868864	NextSeq 500	PAIRED	Pt0
SRR5103593	NextSeq 500	Smart-seq2	47898396	NextSeq 500	PAIRED	Pt0
SRR5103594	NextSeq 500	Smart-seq2	159529500	NextSeq 500	PAIRED	Pt0
SRR5103595	NextSeq 500	Smart-seq2	189517926	NextSeq 500	PAIRED	Pt0
SRR5103596	NextSeq 500	Smart-seq2	198284658	NextSeq 500	PAIRED	Pt0
SRR5103597	NextSeq 500	Smart-seq2	41572930	NextSeq 500	PAIRED	Pt0
SRR5103598	NextSeq 500	Smart-seq2	195179868	NextSeq 500	PAIRED	Pt0
SRR5103599	NextSeq 500	Smart-seq2	185143452	NextSeq 500	PAIRED	Pt0
SRR5103600	NextSeq 500	Smart-seq2	247139958	NextSeq 500	PAIRED	Pt0
SRR5103601	NextSeq 500	Smart-seq2	22975368	NextSeq 500	PAIRED	Pt0
SRR5103602	NextSeq 500	Smart-seq2	20990892	NextSeq 500	PAIRED	Pt0
SRR5103603	NextSeq 500	Smart-seq2	146490474	NextSeq 500	PAIRED	Pt0
SRR5103604	NextSeq 500	Smart-seq2	192738234	NextSeq 500	PAIRED	Pt0
SRR5103605	NextSeq 500	Smart-seq2	162273540	NextSeq 500	PAIRED	Pt0
SRR5103606	NextSeq 500	Smart-seq2	39395616	NextSeq 500	PAIRED	Pt0
SRR5103607	NextSeq 500	Smart-seq2	52906776	NextSeq 500	PAIRED	Pt0
SRR5103608	NextSeq 500	Smart-seq2	61042870	NextSeq 500	PAIRED	Pt0
SRR5103609	NextSeq 500	Smart-seq2	188357208	NextSeq 500	PAIRED	Pt0
SRR5103610	NextSeq 500	Smart-seq2	175398522	NextSeq 500	PAIRED	Pt0
SRR5103611	NextSeq 500	Smart-seq2	76658010	NextSeq 500	PAIRED	Pt0
SRR5103612	NextSeq 500	Smart-seq2	196551264	NextSeq 500	PAIRED	Pt0
SRR5103613	NextSeq 500	Smart-seq2	143859144	NextSeq 500	PAIRED	Pt0
SRR5103614	NextSeq 500	Smart-seq2	147456504	NextSeq 500	PAIRED	Pt0
SRR5103615	NextSeq 500	Smart-seq2	16162614	NextSeq 500	PAIRED	Pt0
SRR5103616	NextSeq 500	Smart-seq2	166970544	NextSeq 500	PAIRED	Pt0
SRR5103617	NextSeq 500	Smart-seq2	144615744	NextSeq 500	PAIRED	Pt0
SRR5103618	NextSeq 500	Smart-seq2	154775634	NextSeq 500	PAIRED	Pt0
SRR5103619	NextSeq 500	Smart-seq2	25668160	NextSeq 500	PAIRED	Pt0
SRR5103620	NextSeq 500	Smart-seq2	29660748	NextSeq 500	PAIRED	Pt0
SRR5103621	NextSeq 500	Smart-seq2	81881124	NextSeq 500	PAIRED	Pt0
SRR5103622	NextSeq 500	Smart-seq2	171789774	NextSeq 500	PAIRED	Pt0
SRR5103623	NextSeq 500	Smart-seq2	201777342	NextSeq 500	PAIRED	Pt0
SRR5103624	NextSeq 500	Smart-seq2	162951048	NextSeq 500	PAIRED	Pt0
SRR5103625	NextSeq 500	Smart-seq2	115737570	NextSeq 500	PAIRED	Pt0
SRR5103626	NextSeq 500	Smart-seq2	79405248	NextSeq 500	PAIRED	Pt0
SRR5103627	NextSeq 500	Smart-seq2	142537434	NextSeq 500	PAIRED	Pt0
SRR5103628	NextSeq 500	Smart-seq2	17205552	NextSeq 500	PAIRED	Pt0
SRR5103629	NextSeq 500	Smart-seq2	175225674	NextSeq 500	PAIRED	Pt0
SRR5103630	NextSeq 500	Smart-seq2	77683270	NextSeq 500	PAIRED	Pt0
SRR5103631	NextSeq 500	Smart-seq2	137105748	NextSeq 500	PAIRED	Pt0
SRR5103632	NextSeq 500	Smart-seq2	182824122	NextSeq 500	PAIRED	Pt0
SRR5103633	NextSeq 500	Smart-seq2	61882392	NextSeq 500	PAIRED	Pt0
SRR5103634	NextSeq 500	Smart-seq2	174735600	NextSeq 500	PAIRED	Pt0
SRR5103635	NextSeq 500	Smart-seq2	124361484	NextSeq 500	PAIRED	Pt0
SRR5103636	NextSeq 500	Smart-seq2	188881992	NextSeq 500	PAIRED	Pt0
SRR5103637	NextSeq 500	Smart-seq2	176780760	NextSeq 500	PAIRED	Pt0
SRR5103638	NextSeq 500	Smart-seq2	82072224	NextSeq 500	PAIRED	Pt0
SRR5103639	NextSeq 500	Smart-seq2	50204544	NextSeq 500	PAIRED	Pt0
SRR5103640	NextSeq 500	Smart-seq2	16916952	NextSeq 500	PAIRED	Pt0
SRR5103641	NextSeq 500	Smart-seq2	47977720	NextSeq 500	PAIRED	Pt0
SRR5103642	NextSeq 500	Smart-seq2	167147540	NextSeq 500	PAIRED	Pt0
SRR5103643	NextSeq 500	Smart-seq2	112185684	NextSeq 500	PAIRED	Pt0
SRR5103644	NextSeq 500	Smart-seq2	22122672	NextSeq 500	PAIRED	Pt0
SRR5103645	NextSeq 500	Smart-seq2	190763040	NextSeq 500	PAIRED	Pt0
SRR5103646	NextSeq 500	Smart-seq2	180834186	NextSeq 500	PAIRED	Pt0
SRR5103647	NextSeq 500	Smart-seq2	211815708	NextSeq 500	PAIRED	Pt0
SRR5103648	NextSeq 500	Smart-seq2	167614122	NextSeq 500	PAIRED	Pt0
SRR5103649	NextSeq 500	Smart-seq2	177814884	NextSeq 500	PAIRED	Pt0
SRR5103650	NextSeq 500	Smart-seq2	64551162	NextSeq 500	PAIRED	Pt0
SRR5103651	NextSeq 500	Smart-seq2	108530916	NextSeq 500	PAIRED	Pt0
SRR5103652	NextSeq 500	Smart-seq2	20026110	NextSeq 500	PAIRED	Pt0
SRR5103653	NextSeq 500	Smart-seq2	69126540	NextSeq 500	PAIRED	Pt0
SRR5103654	NextSeq 500	Smart-seq2	136849206	NextSeq 500	PAIRED	Pt0
SRR5103655	NextSeq 500	Smart-seq2	276404622	NextSeq 500	PAIRED	Pt0
SRR5103656	NextSeq 500	Smart-seq2	133572192	NextSeq 500	PAIRED	Pt0
SRR5103657	NextSeq 500	Smart-seq2	261157104	NextSeq 500	PAIRED	Pt0
SRR5103658	NextSeq 500	Smart-seq2	198655158	NextSeq 500	PAIRED	Pt0
SRR5103659	NextSeq 500	Smart-seq2	251310852	NextSeq 500	PAIRED	Pt0
SRR5103660	NextSeq 500	Smart-seq2	213362916	NextSeq 500	PAIRED	Pt0
SRR5103661	NextSeq 500	Smart-seq2	214636110	NextSeq 500	PAIRED	Pt0
SRR5103662	NextSeq 500	Smart-seq2	268776300	NextSeq 500	PAIRED	Pt0
SRR5103663	NextSeq 500	Smart-seq2	230048286	NextSeq 500	PAIRED	Pt0
SRR5103664	NextSeq 500	Smart-seq2	49213220	NextSeq 500	PAIRED	Pt0
SRR5103665	NextSeq 500	Smart-seq2	186202302	NextSeq 500	PAIRED	Pt0
SRR5103666	NextSeq 500	Smart-seq2	166293660	NextSeq 500	PAIRED	Pt0
SRR5103667	NextSeq 500	Smart-seq2	238042740	NextSeq 500	PAIRED	Pt0
SRR5103668	NextSeq 500	Smart-seq2	164284146	NextSeq 500	PAIRED	Pt0
SRR5103669	NextSeq 500	Smart-seq2	33159282	NextSeq 500	PAIRED	Pt0
SRR5103670	NextSeq 500	Smart-seq2	14709552	NextSeq 500	PAIRED	Pt0
SRR5103671	NextSeq 500	Smart-seq2	96983562	NextSeq 500	PAIRED	Pt0
SRR5103672	NextSeq 500	Smart-seq2	251358354	NextSeq 500	PAIRED	Pt0
SRR5103673	NextSeq 500	Smart-seq2	282900072	NextSeq 500	PAIRED	Pt0
SRR5103674	NextSeq 500	Smart-seq2	167926824	NextSeq 500	PAIRED	Pt0
SRR5103675	NextSeq 500	Smart-seq2	18368910	NextSeq 500	PAIRED	Pt0
SRR5103676	NextSeq 500	Smart-seq2	241573800	NextSeq 500	PAIRED	Pt0
SRR5103677	NextSeq 500	Smart-seq2	235445418	NextSeq 500	PAIRED	Pt0
SRR5103678	NextSeq 500	Smart-seq2	203571030	NextSeq 500	PAIRED	Pt0
SRR5103679	NextSeq 500	Smart-seq2	72238374	NextSeq 500	PAIRED	Pt0
SRR5103680	NextSeq 500	Smart-seq2	239005026	NextSeq 500	PAIRED	Pt0
SRR5103681	NextSeq 500	Smart-seq2	171239172	NextSeq 500	PAIRED	Pt0
SRR5103682	NextSeq 500	Smart-seq2	161178810	NextSeq 500	PAIRED	Pt0
SRR5103683	NextSeq 500	Smart-seq2	169000260	NextSeq 500	PAIRED	Pt0
SRR5103684	NextSeq 500	Smart-seq2	159594474	NextSeq 500	PAIRED	Pt0
SRR5103685	NextSeq 500	Smart-seq2	125732568	NextSeq 500	PAIRED	Pt0
SRR5103686	NextSeq 500	Smart-seq2	131840100	NextSeq 500	PAIRED	Pt0
SRR5103687	NextSeq 500	Smart-seq2	232854024	NextSeq 500	PAIRED	Pt0
SRR5103688	NextSeq 500	Smart-seq2	152901996	NextSeq 500	PAIRED	Pt0
SRR5103689	NextSeq 500	Smart-seq2	249008058	NextSeq 500	PAIRED	Pt0
SRR5103690	NextSeq 500	Smart-seq2	211164408	NextSeq 500	PAIRED	Pt0
SRR5103691	NextSeq 500	Smart-seq2	118835500	NextSeq 500	PAIRED	Pt0
SRR5103692	NextSeq 500	Smart-seq2	154964456	NextSeq 500	PAIRED	Pt0
SRR5103693	NextSeq 500	Smart-seq2	146780396	NextSeq 500	PAIRED	Pt0
SRR5103694	NextSeq 500	Smart-seq2	102222128	NextSeq 500	PAIRED	Pt0
SRR5103695	NextSeq 500	Smart-seq2	99539556	NextSeq 500	PAIRED	Pt0
SRR5103696	NextSeq 500	Smart-seq2	89534764	NextSeq 500	PAIRED	Pt0
SRR5103697	NextSeq 500	Smart-seq2	3608360	NextSeq 500	PAIRED	Pt0
SRR5103698	NextSeq 500	Smart-seq2	32390136	NextSeq 500	PAIRED	Pt0
SRR5103699	NextSeq 500	Smart-seq2	97852280	NextSeq 500	PAIRED	Pt0
SRR5103700	NextSeq 500	Smart-seq2	88169120	NextSeq 500	PAIRED	Pt0
SRR5103701	NextSeq 500	Smart-seq2	16227900	NextSeq 500	PAIRED	Pt0
SRR5103702	NextSeq 500	Smart-seq2	131953404	NextSeq 500	PAIRED	Pt0
SRR5103703	NextSeq 500	Smart-seq2	94295100	NextSeq 500	PAIRED	Pt0
SRR5103704	NextSeq 500	Smart-seq2	71302440	NextSeq 500	PAIRED	Pt0
SRR5103705	NextSeq 500	Smart-seq2	73789312	NextSeq 500	PAIRED	Pt0
SRR5103706	NextSeq 500	Smart-seq2	90055212	NextSeq 500	PAIRED	Pt0
SRR5103707	NextSeq 500	Smart-seq2	98157496	NextSeq 500	PAIRED	Pt0
SRR5103708	NextSeq 500	Smart-seq2	3260530	NextSeq 500	PAIRED	Pt0
SRR5103709	NextSeq 500	Smart-seq2	89798636	NextSeq 500	PAIRED	Pt0
SRR5103710	NextSeq 500	Smart-seq2	90152720	NextSeq 500	PAIRED	Pt0
SRR5103711	NextSeq 500	Smart-seq2	105896804	NextSeq 500	PAIRED	Pt0
SRR5103712	NextSeq 500	Smart-seq2	131183752	NextSeq 500	PAIRED	Pt0
SRR5103713	NextSeq 500	Smart-seq2	19298224	NextSeq 500	PAIRED	Pt0
SRR5103714	NextSeq 500	Smart-seq2	55952188	NextSeq 500	PAIRED	Pt0
SRR5103715	NextSeq 500	Smart-seq2	76521892	NextSeq 500	PAIRED	Pt0
SRR5103716	NextSeq 500	Smart-seq2	107926612	NextSeq 500	PAIRED	Pt0
SRR5103717	NextSeq 500	Smart-seq2	87417784	NextSeq 500	PAIRED	Pt0
SRR5103718	NextSeq 500	Smart-seq2	51884972	NextSeq 500	PAIRED	Pt0
SRR5103719	NextSeq 500	Smart-seq2	58053100	NextSeq 500	PAIRED	Pt0
SRR5103720	NextSeq 500	Smart-seq2	53395700	NextSeq 500	PAIRED	Pt0
SRR5103721	NextSeq 500	Smart-seq2	73102576	NextSeq 500	PAIRED	Pt0
SRR5103722	NextSeq 500	Smart-seq2	68865120	NextSeq 500	PAIRED	Pt0
SRR5103723	NextSeq 500	Smart-seq2	123128664	NextSeq 500	PAIRED	Pt0
SRR5103724	NextSeq 500	Smart-seq2	81153864	NextSeq 500	PAIRED	Pt0
SRR5103725	NextSeq 500	Smart-seq2	122863728	NextSeq 500	PAIRED	Pt0
SRR5103726	NextSeq 500	Smart-seq2	98702720	NextSeq 500	PAIRED	Pt0
SRR5103727	NextSeq 500	Smart-seq2	89979060	NextSeq 500	PAIRED	Pt0
SRR5103728	NextSeq 500	Smart-seq2	75889268	NextSeq 500	PAIRED	Pt0
SRR5103729	NextSeq 500	Smart-seq2	117881548	NextSeq 500	PAIRED	Pt0
SRR5103730	NextSeq 500	Smart-seq2	43098300	NextSeq 500	PAIRED	Pt0
SRR5103731	NextSeq 500	Smart-seq2	105690920	NextSeq 500	PAIRED	Pt0
SRR5103732	NextSeq 500	Smart-seq2	87046676	NextSeq 500	PAIRED	Pt0
SRR5103733	NextSeq 500	Smart-seq2	94239392	NextSeq 500	PAIRED	Pt0
SRR5103734	NextSeq 500	Smart-seq2	89907620	NextSeq 500	PAIRED	Pt0
SRR5103735	NextSeq 500	Smart-seq2	79423800	NextSeq 500	PAIRED	Pt0
SRR5103736	NextSeq 500	Smart-seq2	92770920	NextSeq 500	PAIRED	Pt0
SRR5103737	NextSeq 500	Smart-seq2	101847524	NextSeq 500	PAIRED	Pt0
SRR5103738	NextSeq 500	Smart-seq2	94410392	NextSeq 500	PAIRED	Pt0
SRR5103739	NextSeq 500	Smart-seq2	83990184	NextSeq 500	PAIRED	Pt0
SRR5103740	NextSeq 500	Smart-seq2	76537472	NextSeq 500	PAIRED	Pt0
SRR5103741	NextSeq 500	Smart-seq2	101365950	NextSeq 500	PAIRED	Pt0
SRR5103742	NextSeq 500	Smart-seq2	127803196	NextSeq 500	PAIRED	Pt0
SRR5103743	NextSeq 500	Smart-seq2	138307916	NextSeq 500	PAIRED	Pt0
SRR5103744	NextSeq 500	Smart-seq2	136493188	NextSeq 500	PAIRED	Pt0
SRR5103745	NextSeq 500	Smart-seq2	117080280	NextSeq 500	PAIRED	Pt0
SRR5103746	NextSeq 500	Smart-seq2	61783212	NextSeq 500	PAIRED	Pt0
SRR5103747	NextSeq 500	Smart-seq2	56806656	NextSeq 500	PAIRED	Pt0
SRR5103748	NextSeq 500	Smart-seq2	124780144	NextSeq 500	PAIRED	Pt0
SRR5103749	NextSeq 500	Smart-seq2	124025236	NextSeq 500	PAIRED	Pt0
SRR5103750	NextSeq 500	Smart-seq2	71247036	NextSeq 500	PAIRED	Pt0
SRR5103751	NextSeq 500	Smart-seq2	114027740	NextSeq 500	PAIRED	Pt0
SRR5103752	NextSeq 500	Smart-seq2	35823340	NextSeq 500	PAIRED	Pt0
SRR5103753	NextSeq 500	Smart-seq2	143991750	NextSeq 500	PAIRED	Pt0
SRR5103754	NextSeq 500	Smart-seq2	135238656	NextSeq 500	PAIRED	Pt0
SRR5103755	NextSeq 500	Smart-seq2	93596964	NextSeq 500	PAIRED	Pt0
SRR5103756	NextSeq 500	Smart-seq2	106306520	NextSeq 500	PAIRED	Pt0
SRR5103757	NextSeq 500	Smart-seq2	131840696	NextSeq 500	PAIRED	Pt0
SRR5103758	NextSeq 500	Smart-seq2	97148520	NextSeq 500	PAIRED	Pt0
SRR5103759	NextSeq 500	Smart-seq2	89274160	NextSeq 500	PAIRED	Pt0
SRR5103760	NextSeq 500	Smart-seq2	134395588	NextSeq 500	PAIRED	Pt0
SRR5103761	NextSeq 500	Smart-seq2	109532644	NextSeq 500	PAIRED	Pt0
SRR5103762	NextSeq 500	Smart-seq2	122462752	NextSeq 500	PAIRED	Pt0
SRR5103763	NextSeq 500	Smart-seq2	106237132	NextSeq 500	PAIRED	Pt0
