patient	sample	cell	Tumor	plate	well	Run
TH266	LT_S75	G18_B001460	nonTumor	B001460	G18	SRR10784437
TH266	LT_S75	G19_B001460	nonTumor	B001460	G19	SRR10784499
TH266	LT_S75	G19_B003097	nonTumor	B003097	G19	SRR10784519
TH266	LT_S75	G2_B001464	nonTumor	B001464	G2	SRR10784575
TH266	LT_S75	G20_B001464	nonTumor	B001464	G20	SRR10784625
TH266	LT_S75	G22_B001464	nonTumor	B001464	G22	SRR10784759
TH266	LT_S75	H16_B001464	nonTumor	B001464	H16	SRR10785083
TH266	LT_S75	A1_B001464	nonTumor	B001464	A1	SRR10777320
TH266	LT_S75	A12_B001464	nonTumor	B001464	A12	SRR10777484
TH266	LT_S75	A13_B001460	nonTumor	B001460	A13	SRR10777534
TH266	LT_S75	A13_B003093	nonTumor	B003093	A13	SRR10777550
TH266	LT_S75	A14_B001460	nonTumor	B001460	A14	SRR10777587
TH266	LT_S75	A14_B001464	nonTumor	B001464	A14	SRR10777588
TH266	LT_S75	A14_B003093	nonTumor	B003093	A14	SRR10777609
TH266	LT_S75	A14_B003097	nonTumor	B003097	A14	SRR10777610
TH266	LT_S75	A15_B001460	nonTumor	B001460	A15	SRR10777651
TH266	LT_S75	A15_B001464	nonTumor	B001464	A15	SRR10777652
TH266	LT_S75	A15_B003093	nonTumor	B003093	A15	SRR10777676
TH266	LT_S75	A15_B003097	nonTumor	B003097	A15	SRR10777677
TH266	LT_S75	A16_B001460	nonTumor	B001460	A16	SRR10777721
TH266	LT_S75	A16_B001464	nonTumor	B001464	A16	SRR10777722
TH266	LT_S75	A16_B003097	nonTumor	B003097	A16	SRR10777741
TH266	LT_S75	A17_B001464	nonTumor	B001464	A17	SRR10777787
TH266	LT_S75	A17_B003097	nonTumor	B003097	A17	SRR10777809
TH266	LT_S75	A19_B003097	nonTumor	B003097	A19	SRR10777846
TH266	LT_S75	A2_B001464	nonTumor	B001464	A2	SRR10777887
TH266	LT_S75	A20_B001460	nonTumor	B001460	A20	SRR10777943
TH266	LT_S75	A20_B001464	nonTumor	B001464	A20	SRR10777944
TH266	LT_S75	A20_B003093	nonTumor	B003093	A20	SRR10777961
TH266	LT_S75	A20_B003097	nonTumor	B003097	A20	SRR10777962
TH266	LT_S75	A21_B001460	nonTumor	B001460	A21	SRR10778009
TH266	LT_S75	A21_B001464	nonTumor	B001464	A21	SRR10778010
TH266	LT_S75	A21_B003093	nonTumor	B003093	A21	SRR10778034
TH266	LT_S75	A21_B003097	nonTumor	B003097	A21	SRR10778035
TH266	LT_S75	A22_B001460	nonTumor	B001460	A22	SRR10778076
TH266	LT_S75	A22_B003093	nonTumor	B003093	A22	SRR10778101
TH266	LT_S75	A22_B003097	nonTumor	B003097	A22	SRR10778102
TH266	LT_S75	A4_B001464	nonTumor	B001464	A4	SRR10778192
TH266	LT_S75	A6_B003093	Tumor	B003093	A6	SRR10778327
TH266	LT_S75	B1_B001464	nonTumor	B001464	B1	SRR10778458
TH266	LT_S75	B12_B001460	nonTumor	B001460	B12	SRR10778627
TH266	LT_S75	B12_B001464	nonTumor	B001464	B12	SRR10778628
TH266	LT_S75	B14_B001460	nonTumor	B001460	B14	SRR10778659
TH266	LT_S75	B14_B003093	nonTumor	B003093	B14	SRR10778671
TH266	LT_S75	B15_B001460	nonTumor	B001460	B15	SRR10778703
TH266	LT_S75	B15_B001464	nonTumor	B001464	B15	SRR10778704
TH266	LT_S75	B15_B003093	nonTumor	B003093	B15	SRR10778723
TH266	LT_S75	B15_B003097	nonTumor	B003097	B15	SRR10778724
TH266	LT_S75	B16_B001460	nonTumor	B001460	B16	SRR10778764
TH266	LT_S75	B16_B001464	nonTumor	B001464	B16	SRR10778765
TH266	LT_S75	B16_B003097	nonTumor	B003097	B16	SRR10778789
TH266	LT_S75	B20_B001460	nonTumor	B001460	B20	SRR10778824
TH266	LT_S75	B20_B001464	nonTumor	B001464	B20	SRR10778825
TH266	LT_S75	B20_B003093	nonTumor	B003093	B20	SRR10778845
TH266	LT_S75	B20_B003097	nonTumor	B003097	B20	SRR10778846
TH266	LT_S75	B21_B001460	nonTumor	B001460	B21	SRR10778887
TH266	LT_S75	B21_B001464	nonTumor	B001464	B21	SRR10778888
TH266	LT_S75	B21_B003093	nonTumor	B003093	B21	SRR10778905
TH266	LT_S75	B21_B003097	nonTumor	B003097	B21	SRR10778906
TH266	LT_S75	B22_B001460	nonTumor	B001460	B22	SRR10778949
TH266	LT_S75	B22_B001464	nonTumor	B001464	B22	SRR10778950
TH266	LT_S75	B22_B003093	nonTumor	B003093	B22	SRR10778966
TH266	LT_S75	B22_B003097	nonTumor	B003097	B22	SRR10778967
TH266	LT_S75	B4_B001464	nonTumor	B001464	B4	SRR10779067
TH266	LT_S75	B5_B001464	Tumor	B001464	B5	SRR10779129
TH266	LT_S75	B9_B003093	nonTumor	B003093	B9	SRR10779394
TH266	LT_S75	C1_B001464	nonTumor	B001464	C1	SRR10779433
TH266	LT_S75	C12_B001460	nonTumor	B001460	C12	SRR10779606
TH266	LT_S75	C12_B001464	nonTumor	B001464	C12	SRR10779607
TH266	LT_S75	C12_B003093	nonTumor	B003093	C12	SRR10779626
TH266	LT_S75	C12_B003097	nonTumor	B003097	C12	SRR10779627
TH266	LT_S75	C13_B003093	nonTumor	B003093	C13	SRR10779676
TH266	LT_S75	C13_B003097	nonTumor	B003097	C13	SRR10779677
TH266	LT_S75	C15_B001460	nonTumor	B001460	C15	SRR10779688
TH266	LT_S75	C15_B001464	nonTumor	B001464	C15	SRR10779689
TH266	LT_S75	C15_B003097	nonTumor	B003097	C15	SRR10779712
TH266	LT_S75	C16_B001460	nonTumor	B001460	C16	SRR10779758
TH266	LT_S75	C16_B001464	nonTumor	B001464	C16	SRR10779759
TH266	LT_S75	C19_B001460	nonTumor	B001460	C19	SRR10779796
TH266	LT_S75	C19_B003093	nonTumor	B003093	C19	SRR10779816
TH266	LT_S75	C19_B003097	nonTumor	B003097	C19	SRR10779817
TH266	LT_S75	C2_B001464	nonTumor	B001464	C2	SRR10779869
TH266	LT_S75	C20_B001460	nonTumor	B001460	C20	SRR10779927
TH266	LT_S75	C20_B001464	nonTumor	B001464	C20	SRR10779928
TH266	LT_S75	C20_B003093	nonTumor	B003093	C20	SRR10779952
TH266	LT_S75	C20_B003097	nonTumor	B003097	C20	SRR10779953
TH266	LT_S75	C21_B001460	nonTumor	B001460	C21	SRR10780006
TH266	LT_S75	C21_B001464	nonTumor	B001464	C21	SRR10780007
TH266	LT_S75	C21_B003093	nonTumor	B003093	C21	SRR10780028
TH266	LT_S75	C21_B003097	nonTumor	B003097	C21	SRR10780029
TH266	LT_S75	C22_B001460	nonTumor	B001460	C22	SRR10780069
TH266	LT_S75	C22_B001464	nonTumor	B001464	C22	SRR10780070
TH266	LT_S75	C22_B003093	nonTumor	B003093	C22	SRR10780089
TH266	LT_S75	C22_B003097	nonTumor	B003097	C22	SRR10780090
TH266	LT_S75	C5_B001464	Tumor	B001464	C5	SRR10780250
TH266	LT_S75	C6_B001464	nonTumor	B001464	C6	SRR10780309
TH266	LT_S75	D1_B001464	nonTumor	B001464	D1	SRR10780563
TH266	LT_S75	D10_B003093	nonTumor	B003093	D10	SRR10780631
TH266	LT_S75	D11_B003093	nonTumor	B003093	D11	SRR10780683
TH266	LT_S75	D12_B001460	nonTumor	B001460	D12	SRR10780720
TH266	LT_S75	D12_B001464	nonTumor	B001464	D12	SRR10780721
TH266	LT_S75	D12_B003093	nonTumor	B003093	D12	SRR10780738
TH266	LT_S75	D12_B003097	nonTumor	B003097	D12	SRR10780739
TH266	LT_S75	D13_B001460	nonTumor	B001460	D13	SRR10780775
TH266	LT_S75	D13_B001464	nonTumor	B001464	D13	SRR10780776
TH266	LT_S75	D13_B003093	nonTumor	B003093	D13	SRR10780792
TH266	LT_S75	D13_B003097	nonTumor	B003097	D13	SRR10780793
TH266	LT_S75	D14_B001460	nonTumor	B001460	D14	SRR10780832
TH266	LT_S75	D14_B001464	nonTumor	B001464	D14	SRR10780833
TH266	LT_S75	D14_B003093	nonTumor	B003093	D14	SRR10780855
TH266	LT_S75	D14_B003097	nonTumor	B003097	D14	SRR10780856
TH266	LT_S75	D15_B001460	nonTumor	B001460	D15	SRR10780900
TH266	LT_S75	D15_B001464	nonTumor	B001464	D15	SRR10780901
TH266	LT_S75	D15_B003093	nonTumor	B003093	D15	SRR10780923
TH266	LT_S75	D15_B003097	nonTumor	B003097	D15	SRR10780924
TH266	LT_S75	D16_B001460	nonTumor	B001460	D16	SRR10780965
TH266	LT_S75	D16_B001464	nonTumor	B001464	D16	SRR10780966
TH266	LT_S75	D16_B003093	nonTumor	B003093	D16	SRR10780993
TH266	LT_S75	D16_B003097	nonTumor	B003097	D16	SRR10780994
TH266	LT_S75	D17_B001464	nonTumor	B001464	D17	SRR10781037
TH266	LT_S75	D17_B003093	nonTumor	B003093	D17	SRR10781060
TH266	LT_S75	D17_B003097	nonTumor	B003097	D17	SRR10781061
TH266	LT_S75	D19_B003093	nonTumor	B003093	D19	SRR10781110
TH266	LT_S75	D19_B003097	nonTumor	B003097	D19	SRR10781111
TH266	LT_S75	D2_B001464	nonTumor	B001464	D2	SRR10781155
TH266	LT_S75	D2_B003093	nonTumor	B003093	D2	SRR10781165
TH266	LT_S75	D20_B001460	nonTumor	B001460	D20	SRR10781206
TH266	LT_S75	D20_B001464	nonTumor	B001464	D20	SRR10781207
TH266	LT_S75	D20_B003093	nonTumor	B003093	D20	SRR10781231
TH266	LT_S75	D20_B003097	nonTumor	B003097	D20	SRR10781232
TH266	LT_S75	D21_B001460	nonTumor	B001460	D21	SRR10781280
TH266	LT_S75	D21_B001464	nonTumor	B001464	D21	SRR10781281
TH266	LT_S75	D21_B003093	nonTumor	B003093	D21	SRR10781300
TH266	LT_S75	D21_B003097	nonTumor	B003097	D21	SRR10781301
TH266	LT_S75	D22_B001460	nonTumor	B001460	D22	SRR10781350
TH266	LT_S75	D22_B001464	nonTumor	B001464	D22	SRR10781351
TH266	LT_S75	D22_B003093	nonTumor	B003093	D22	SRR10781371
TH266	LT_S75	D22_B003097	nonTumor	B003097	D22	SRR10781372
TH266	LT_S75	D3_B001464	nonTumor	B001464	D3	SRR10781418
TH266	LT_S75	D3_B003093	nonTumor	B003093	D3	SRR10781437
TH266	LT_S75	D4_B001464	nonTumor	B001464	D4	SRR10781478
TH266	LT_S75	D5_B003093	nonTumor	B003093	D5	SRR10781559
TH266	LT_S75	D6_B001464	nonTumor	B001464	D6	SRR10781598
TH266	LT_S75	D6_B003093	nonTumor	B003093	D6	SRR10781617
TH266	LT_S75	D7_B003093	nonTumor	B003093	D7	SRR10781681
TH266	LT_S75	D8_B003093	nonTumor	B003093	D8	SRR10781742
TH266	LT_S75	D9_B003093	nonTumor	B003093	D9	SRR10781811
TH266	LT_S75	E11_B003097	nonTumor	B003097	E11	SRR10781991
TH266	LT_S75	E12_B001460	nonTumor	B001460	E12	SRR10782026
TH266	LT_S75	E12_B003093	nonTumor	B003093	E12	SRR10782045
TH266	LT_S75	E12_B003097	nonTumor	B003097	E12	SRR10782046
TH266	LT_S75	E13_B001460	nonTumor	B001460	E13	SRR10782084
TH266	LT_S75	E13_B001464	nonTumor	B001464	E13	SRR10782085
TH266	LT_S75	E13_B003093	nonTumor	B003093	E13	SRR10782105
TH266	LT_S75	E13_B003097	nonTumor	B003097	E13	SRR10782106
TH266	LT_S75	E14_B001460	nonTumor	B001460	E14	SRR10782150
TH266	LT_S75	E14_B001464	nonTumor	B001464	E14	SRR10782151
TH266	LT_S75	E14_B003093	nonTumor	B003093	E14	SRR10782170
TH266	LT_S75	E14_B003097	nonTumor	B003097	E14	SRR10782171
TH266	LT_S75	E15_B001460	nonTumor	B001460	E15	SRR10782210
TH266	LT_S75	E15_B003097	nonTumor	B003097	E15	SRR10782235
TH266	LT_S75	E16_B003093	nonTumor	B003093	E16	SRR10782294
TH266	LT_S75	E16_B003097	nonTumor	B003097	E16	SRR10782295
TH266	LT_S75	E17_B001460	nonTumor	B001460	E17	SRR10782341
TH266	LT_S75	E17_B003093	nonTumor	B003093	E17	SRR10782361
TH266	LT_S75	E19_B001460	nonTumor	B001460	E19	SRR10782466
TH266	LT_S75	E19_B001464	nonTumor	B001464	E19	SRR10782467
TH266	LT_S75	E19_B003093	nonTumor	B003093	E19	SRR10782490
TH266	LT_S75	E2_B001464	nonTumor	B001464	E2	SRR10782544
TH266	LT_S75	E20_B001464	nonTumor	B001464	E20	SRR10782601
TH266	LT_S75	E20_B003097	nonTumor	B003097	E20	SRR10782626
TH266	LT_S75	E22_B003093	nonTumor	B003093	E22	SRR10782678
TH266	LT_S75	E3_B001464	nonTumor	B001464	E3	SRR10782724
TH266	LT_S75	F1_B001464	Tumor	B001464	F1	SRR10783172
TH266	LT_S75	F12_B003097	nonTumor	B003097	F12	SRR10783371
TH266	LT_S75	F15_B001464	nonTumor	B001464	F15	SRR10783458
TH266	LT_S75	F15_B003097	nonTumor	B003097	F15	SRR10783482
TH266	LT_S75	F19_B001464	nonTumor	B001464	F19	SRR10783642
TH266	LT_S75	F2_B001464	nonTumor	B001464	F2	SRR10783718
TH266	LT_S75	F20_B001460	nonTumor	B001460	F20	SRR10783773
TH266	LT_S75	F20_B003093	nonTumor	B003093	F20	SRR10783790
TH266	LT_S75	F20_B003097	nonTumor	B003097	F20	SRR10783791
TH266	LT_S75	F4_B001464	Tumor	B001464	F4	SRR10783864
TH266	LT_S75	F5_B001464	nonTumor	B001464	F5	SRR10783934
TH266	LT_S75	F5_B003097	nonTumor	B003097	F5	SRR10783948
TH266	LT_S75	F6_B001464	Tumor	B001464	F6	SRR10783994
TH266	LT_S75	G14_B001460	nonTumor	B001460	G14	SRR10784269
TH266	LT_S75	G14_B003093	nonTumor	B003093	G14	SRR10784285
TH266	LT_S75	G14_B003097	nonTumor	B003097	G14	SRR10784286
TH266	LT_S75	G15_B003093	nonTumor	B003093	G15	SRR10784351
TH266	LT_S75	G16_B003097	nonTumor	B003097	G16	SRR10784416
TH266	LT_S75	G18_B003093	nonTumor	B003093	G18	SRR10784458
TH266	LT_S75	G19_B003093	nonTumor	B003093	G19	SRR10784518
TH266	LT_S75	G20_B001460	nonTumor	B001460	G20	SRR10784624
TH266	LT_S75	G20_B003093	nonTumor	B003093	G20	SRR10784646
TH266	LT_S75	G20_B003097	nonTumor	B003097	G20	SRR10784647
TH266	LT_S75	G21_B001460	nonTumor	B001460	G21	SRR10784696
TH266	LT_S75	G21_B003097	nonTumor	B003097	G21	SRR10784714
TH266	LT_S75	G22_B001460	nonTumor	B001460	G22	SRR10784758
TH266	LT_S75	H16_B001460	nonTumor	B001460	H16	SRR10785082
TH266	LT_S75	L13_B003093	nonTumor	B003093	L13	SRR10795129
TH266	LT_S75	L13_B003097	nonTumor	B003097	L13	SRR10795130
TH266	LT_S75	L14_B001460	nonTumor	B001460	L14	SRR10795173
TH266	LT_S75	L14_B003093	nonTumor	B003093	L14	SRR10795193
TH266	LT_S75	L14_B003097	nonTumor	B003097	L14	SRR10795194
TH266	LT_S75	L22_B001460	nonTumor	B001460	L22	SRR10795251
TH266	LT_S75	L22_B001464	nonTumor	B001464	L22	SRR10795252
TH266	LT_S75	L22_B003093	nonTumor	B003093	L22	SRR10795277
TH266	LT_S75	L3_B001464	nonTumor	B001464	L3	SRR10795323
TH266	LT_S75	L4_B001464	Tumor	B001464	L4	SRR10795375
TH266	LT_S75	L4_B003093	nonTumor	B003093	L4	SRR10795398
TH266	LT_S75	L5_B001464	nonTumor	B001464	L5	SRR10795436
TH266	LT_S75	N12_B001464	nonTumor	B001464	N12	SRR10795498
TH266	LT_S75	N12_B003093	nonTumor	B003093	N12	SRR10795516
TH266	LT_S75	N12_B003097	nonTumor	B003097	N12	SRR10795517
TH266	LT_S75	N13_B001464	nonTumor	B001464	N13	SRR10795555
TH266	LT_S75	O19_B003093	nonTumor	B003093	O19	SRR10795556
TH266	LT_S75	O2_B001464	nonTumor	B001464	O2	SRR10795603
TH266	LT_S75	P1_B001464	nonTumor	B001464	P1	SRR10795673
TH266	LT_S75	A18_B001460	nonTumor	B001460	A18	SRR10795740
TH266	LT_S75	A18_B001464	nonTumor	B001464	A18	SRR10795741
TH266	LT_S75	A18_B003093	nonTumor	B003093	A18	SRR10795760
TH266	LT_S75	A18_B003097	nonTumor	B003097	A18	SRR10795761
TH266	LT_S75	A19_B001464	nonTumor	B001464	A19	SRR10795800
TH266	LT_S75	B12_B003093	nonTumor	B003093	B12	SRR10795841
TH266	LT_S75	B12_B003097	nonTumor	B003097	B12	SRR10795842
TH266	LT_S75	B13_B001460	nonTumor	B001460	B13	SRR10795878
TH266	LT_S75	B13_B003093	nonTumor	B003093	B13	SRR10795899
TH266	LT_S75	B13_B003097	nonTumor	B003097	B13	SRR10795900
TH266	LT_S75	B17_B001460	nonTumor	B001460	B17	SRR10795934
TH266	LT_S75	B17_B003093	nonTumor	B003093	B17	SRR10795958
TH266	LT_S75	B17_B003097	nonTumor	B003097	B17	SRR10795959
TH266	LT_S75	F13_B001460	nonTumor	B001460	F13	SRR10796037
TH266	LT_S75	F13_B001464	nonTumor	B001464	F13	SRR10796038
TH266	LT_S75	F13_B003093	nonTumor	B003093	F13	SRR10796056
TH266	LT_S75	F13_B003097	nonTumor	B003097	F13	SRR10796057
TH266	LT_S75	G12_B003093	nonTumor	B003093	G12	SRR10796087
TH266	LT_S75	G12_B003097	nonTumor	B003097	G12	SRR10796088
TH266	LT_S75	G13_B003093	nonTumor	B003093	G13	SRR10796146
TH266	LT_S75	G13_B003097	nonTumor	B003097	G13	SRR10796147
TH266	LT_S75	H18_B001460	nonTumor	B001460	H18	SRR10796184
TH266	LT_S75	H18_B001464	nonTumor	B001464	H18	SRR10796185
TH266	LT_S75	H18_B003093	nonTumor	B003093	H18	SRR10796209
TH266	LT_S75	H18_B003097	nonTumor	B003097	H18	SRR10796210
TH266	LT_S75	K18_B003093	nonTumor	B003093	K18	SRR10796261
TH266	LT_S75	K18_B003097	nonTumor	B003097	K18	SRR10796262
TH266	LT_S75	K19_B001460	nonTumor	B001460	K19	SRR10796299
TH266	LT_S75	K19_B003097	nonTumor	B003097	K19	SRR10796320
TH266	LT_S75	L15_B003093	nonTumor	B003093	L15	SRR10796402
TH266	LT_S75	L15_B003097	nonTumor	B003097	L15	SRR10796403
TH266	LT_S75	O17_B001464	nonTumor	B001464	O17	SRR10796543
TH266	LT_S75	O17_B003093	nonTumor	B003093	O17	SRR10796565
TH266	LT_S75	O17_B003097	nonTumor	B003097	O17	SRR10796566
TH266	LT_S75	O18_B001460	nonTumor	B001460	O18	SRR10796605
TH266	LT_S75	O18_B001464	nonTumor	B001464	O18	SRR10796606
TH266	LT_S75	P19_B003093	nonTumor	B003093	P19	SRR10796717
TH266	LT_S75	P19_B003097	nonTumor	B003097	P19	SRR10796718
TH266	LT_S75	P2_B001464	nonTumor	B001464	P2	SRR10796758
TH266	LT_S75	P4_B001464	nonTumor	B001464	P4	SRR10796795
TH266	LT_S75	P5_B001464	nonTumor	B001464	P5	SRR10796849
TH266	LT_S75	P5_B003097	nonTumor	B003097	P5	SRR10796869
TH266	LT_S75	F22_B001460	nonTumor	B001460	F22	SRR10796884
TH266	LT_S75	F22_B001464	nonTumor	B001464	F22	SRR10796885
TH266	LT_S75	F22_B003093	nonTumor	B003093	F22	SRR10796904
TH266	LT_S75	F22_B003097	nonTumor	B003097	F22	SRR10796905
TH266	LT_S75	F3_B001464	Tumor	B001464	F3	SRR10796951
TH266	LT_S75	G6_B001464	nonTumor	B001464	G6	SRR10797027
TH266	LT_S75	L20_B003093	nonTumor	B003093	L20	SRR10797059
TH266	LT_S75	L20_B003097	nonTumor	B003097	L20	SRR10797060
TH266	LT_S75	L21_B001460	nonTumor	B001460	L21	SRR10797110
TH266	LT_S75	L21_B003097	nonTumor	B003097	L21	SRR10797130
TH266	LT_S75	O11_B003093	nonTumor	B003093	O11	SRR10797169
TH266	LT_S75	O12_B001460	nonTumor	B001460	O12	SRR10797206
TH266	LT_S75	O14_B003093	nonTumor	B003093	O14	SRR10797252
TH266	LT_S75	O14_B003097	nonTumor	B003097	O14	SRR10797253
TH266	LT_S75	O15_B001460	nonTumor	B001460	O15	SRR10797290
TH266	LT_S75	O15_B001464	nonTumor	B001464	O15	SRR10797291
TH266	LT_S75	P15_B001460	nonTumor	B001460	P15	SRR10797321
TH266	LT_S75	P15_B001464	nonTumor	B001464	P15	SRR10797322
TH266	LT_S75	P15_B003093	nonTumor	B003093	P15	SRR10797341
TH266	LT_S75	P15_B003097	nonTumor	B003097	P15	SRR10797342
TH266	LT_S75	P16_B001460	nonTumor	B001460	P16	SRR10797384
TH266	LT_S75	H11_B003093	nonTumor	B003093	H11	SRR10797411
TH266	LT_S75	H12_B001460	nonTumor	B001460	H12	SRR10797454
TH266	LT_S75	H12_B001464	nonTumor	B001464	H12	SRR10797455
TH266	LT_S75	H12_B003097	nonTumor	B003097	H12	SRR10797472
TH266	LT_S75	K12_B001460	nonTumor	B001460	K12	SRR10797530
TH266	LT_S75	K12_B001464	nonTumor	B001464	K12	SRR10797531
TH266	LT_S75	K12_B003093	nonTumor	B003093	K12	SRR10797552
TH266	LT_S75	K12_B003097	nonTumor	B003097	K12	SRR10797553
TH266	LT_S75	N22_B001460	nonTumor	B001460	N22	SRR10797581
TH266	LT_S75	N22_B001464	nonTumor	B001464	N22	SRR10797582
TH266	LT_S75	N3_B001464	nonTumor	B001464	N3	SRR10797640
TH266	LT_S75	O20_B001460	nonTumor	B001460	O20	SRR10797679
TH266	LT_S75	O20_B003093	nonTumor	B003093	O20	SRR10797698
TH266	LT_S75	O21_B001460	nonTumor	B001460	O21	SRR10797742
TH266	LT_S75	P21_B001464	nonTumor	B001464	P21	SRR10797760
TH266	LT_S75	P21_B003093	nonTumor	B003093	P21	SRR10797780
TH266	LT_S75	P21_B003097	nonTumor	B003097	P21	SRR10797781
TH266	LT_S75	P22_B001460	nonTumor	B001460	P22	SRR10797820
TH266	LT_S75	P22_B003097	nonTumor	B003097	P22	SRR10797839
TH266	LT_S75	P6_B001464	nonTumor	B001464	P6	SRR10797874
TH266	LT_S75	N4_B001464	nonTumor	B001464	N4	SRR10797962
TH266	LT_S75	O19_B001460	nonTumor	B001460	O19	SRR10798078
TH266	LT_S75	O19_B001464	nonTumor	B001464	O19	SRR10798079
TH266	LT_S75	O3_B001464	Tumor	B001464	O3	SRR10798129
TH266	LT_S75	O4_B001464	nonTumor	B001464	O4	SRR10798182
TH266	LT_S75	P16_B003093	nonTumor	B003093	P16	SRR10798199
TH266	LT_S75	P17_B001460	nonTumor	B001460	P17	SRR10798239
TH266	LT_S75	P17_B003093	nonTumor	B003093	P17	SRR10798259
TH266	LT_S75	P17_B003097	nonTumor	B003097	P17	SRR10798260
TH266	LT_S75	P3_B001464	nonTumor	B001464	P3	SRR10798320
TH266	LT_S75	K13_B001460	nonTumor	B001460	K13	SRR10798470
TH266	LT_S75	K13_B001464	nonTumor	B001464	K13	SRR10798471
TH266	LT_S75	K13_B003097	nonTumor	B003097	K13	SRR10798491
TH266	LT_S75	O4_B003093	nonTumor	B003093	O4	SRR10798552
TH266	LT_S75	B17_B001464	nonTumor	B001464	B17	SRR10795935
TH266	LT_S75	I20_B001460	nonTumor	B001460	I20	SRR10786378
TH266	LT_S75	A22_B001464	nonTumor	B001464	A22	SRR10778077
TH266	LT_S75	A3_B001464	nonTumor	B001464	A3	SRR10778139
TH222	LT_S72	K13_B003105	nonTumor	B003105	K13	SRR10798493
TH222	LT_S72	O5_B003103	nonTumor	B003103	O5	SRR10798607
TH222	LT_S72	H19_B003103	nonTumor	B003103	H19	SRR10785156
TH222	LT_S72	H19_B003105	nonTumor	B003105	H19	SRR10785157
TH222	LT_S72	H19_B003930	nonTumor	B003930	H19	SRR10785181
TH222	LT_S72	H2_B003103	nonTumor	B003103	H2	SRR10785222
TH222	LT_S72	H2_B003930	nonTumor	B003930	H2	SRR10785239
TH222	LT_S72	H20_B003103	nonTumor	B003103	H20	SRR10785280
TH222	LT_S72	H20_B003105	nonTumor	B003105	H20	SRR10785281
TH222	LT_S72	H22_B003105	nonTumor	B003105	H22	SRR10785414
TH222	LT_S72	H22_B003930	nonTumor	B003930	H22	SRR10785442
TH222	LT_S72	H3_B003103	nonTumor	B003103	H3	SRR10785484
TH222	LT_S72	H3_B003105	nonTumor	B003105	H3	SRR10785485
TH222	LT_S72	H3_B003930	nonTumor	B003930	H3	SRR10785507
TH222	LT_S72	H4_B003103	nonTumor	B003103	H4	SRR10785544
TH222	LT_S72	H4_B003930	nonTumor	B003930	H4	SRR10785568
TH222	LT_S72	H6_B003103	nonTumor	B003103	H6	SRR10785580
TH222	LT_S72	H6_B003930	nonTumor	B003930	H6	SRR10785601
TH222	LT_S72	H7_B003103	nonTumor	B003103	H7	SRR10785640
TH222	LT_S72	H7_B003105	nonTumor	B003105	H7	SRR10785641
TH222	LT_S72	H7_B003930	nonTumor	B003930	H7	SRR10785668
TH222	LT_S72	H8_B003103	nonTumor	B003103	H8	SRR10785704
TH222	LT_S72	H8_B003105	nonTumor	B003105	H8	SRR10785705
TH222	LT_S72	H8_B003930	nonTumor	B003930	H8	SRR10785730
TH222	LT_S72	I1_B003930	nonTumor	B003930	I1	SRR10785754
TH222	LT_S72	I10_B003103	nonTumor	B003103	I10	SRR10785788
TH222	LT_S72	I10_B003105	nonTumor	B003105	I10	SRR10785789
TH222	LT_S72	I10_B003930	nonTumor	B003930	I10	SRR10785814
TH222	LT_S72	I11_B003103	nonTumor	B003103	I11	SRR10785846
TH222	LT_S72	I12_B003103	nonTumor	B003103	I12	SRR10785899
TH222	LT_S72	I12_B003105	nonTumor	B003105	I12	SRR10785900
TH222	LT_S72	I12_B003930	nonTumor	B003930	I12	SRR10785925
TH222	LT_S72	I13_B003103	nonTumor	B003103	I13	SRR10785960
TH222	LT_S72	I13_B003105	nonTumor	B003105	I13	SRR10785961
TH222	LT_S72	I13_B003930	nonTumor	B003930	I13	SRR10785990
TH222	LT_S72	I14_B003103	nonTumor	B003103	I14	SRR10786030
TH222	LT_S72	I14_B003930	nonTumor	B003930	I14	SRR10786057
TH222	LT_S72	I15_B003103	nonTumor	B003103	I15	SRR10786096
TH222	LT_S72	I18_B003103	nonTumor	B003103	I18	SRR10786201
TH222	LT_S72	I18_B003105	nonTumor	B003105	I18	SRR10786202
TH222	LT_S72	I18_B003930	nonTumor	B003930	I18	SRR10786229
TH222	LT_S72	I19_B003103	nonTumor	B003103	I19	SRR10786269
TH222	LT_S72	I19_B003105	nonTumor	B003105	I19	SRR10786270
TH222	LT_S72	I19_B003930	nonTumor	B003930	I19	SRR10786300
TH222	LT_S72	I2_B003103	nonTumor	B003103	I2	SRR10786332
TH222	LT_S72	I2_B003105	nonTumor	B003105	I2	SRR10786333
TH222	LT_S72	I2_B003930	nonTumor	B003930	I2	SRR10786359
TH222	LT_S72	I20_B003103	nonTumor	B003103	I20	SRR10786401
TH222	LT_S72	I20_B003105	nonTumor	B003105	I20	SRR10786402
TH222	LT_S72	I21_B003103	nonTumor	B003103	I21	SRR10786474
TH222	LT_S72	I21_B003930	nonTumor	B003930	I21	SRR10786503
TH222	LT_S72	I22_B003930	nonTumor	B003930	I22	SRR10786569
TH222	LT_S72	I3_B003103	nonTumor	B003103	I3	SRR10786597
TH222	LT_S72	I3_B003105	nonTumor	B003105	I3	SRR10786598
TH222	LT_S72	I3_B003930	nonTumor	B003930	I3	SRR10786618
TH222	LT_S72	I4_B003103	nonTumor	B003103	I4	SRR10786655
TH222	LT_S72	I4_B003105	nonTumor	B003105	I4	SRR10786656
TH222	LT_S72	I4_B003930	nonTumor	B003930	I4	SRR10786679
