BCH1126,5,150
BCH1126,150,294
BCH836,0,200
BCH836,200,400
BCH836,400,527
MUV1,0,146
MUV5,0,200
MUV5,200,400
MUV5,400,600
MUV5,600,708
MUV10,0,150
MUV10,150,286
