entity:sample_id	cellType	fastq1	fastq2	participant
cy75_1CORE_CD45pos_S63	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S63_R1_001_1068.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S63_R2_001_1068.fastq.gz	Mel75
cy75_1CORE_CD45pos_S64	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S64_R1_001_1069.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S64_R2_001_1069.fastq.gz	Mel75
cy75_1CORE_CD45pos_S66	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S66_R1_001_1070.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S66_R2_001_1070.fastq.gz	Mel75
cy75_1CORE_CD45pos_S67	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S67_R1_001_1071.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S67_R2_001_1071.fastq.gz	Mel75
cy75_1CORE_CD45pos_S68	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S68_R1_001_1072.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S68_R2_001_1072.fastq.gz	Mel75
cy75_1CORE_CD45pos_S7	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S7_R1_001_1073.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S7_R2_001_1073.fastq.gz	Mel75
cy75_1CORE_CD45pos_S70	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S70_R1_001_1074.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S70_R2_001_1074.fastq.gz	Mel75
cy75_1CORE_CD45pos_S71	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S71_R1_001_1075.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S71_R2_001_1075.fastq.gz	Mel75
cy75_1CORE_CD45pos_S73	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S73_R1_001_1076.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S73_R2_001_1076.fastq.gz	Mel75
cy75_1CORE_CD45pos_S75	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S75_R1_001_1077.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S75_R2_001_1077.fastq.gz	Mel75
cy75_1CORE_CD45pos_S76	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S76_R1_001_1078.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S76_R2_001_1078.fastq.gz	Mel75
cy75_1CORE_CD45pos_S77	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S77_R1_001_1079.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S77_R2_001_1079.fastq.gz	Mel75
cy75_1CORE_CD45pos_S79	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S79_R1_001_1080.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S79_R2_001_1080.fastq.gz	Mel75
cy75_1CORE_CD45pos_S80	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S80_R1_001_1081.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S80_R2_001_1081.fastq.gz	Mel75
cy75_1CORE_CD45pos_S81	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S81_R1_001_1082.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S81_R2_001_1082.fastq.gz	Mel75
cy75_1CORE_CD45pos_S82	NK	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S82_R1_001_1083.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S82_R2_001_1083.fastq.gz	Mel75
cy75_1CORE_CD45pos_S83	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S83_R1_001_1084.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S83_R2_001_1084.fastq.gz	Mel75
cy75_1CORE_CD45pos_S88	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S88_R1_001_1085.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S88_R2_001_1085.fastq.gz	Mel75
cy75_1CORE_CD45pos_S92	NK	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S92_R1_001_1086.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S92_R2_001_1086.fastq.gz	Mel75
cy75_1CORE_CD45pos_S93	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S93_R1_001_1087.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S93_R2_001_1087.fastq.gz	Mel75
cy75_1CORE_CD45pos_S94	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S94_R1_001_1088.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S94_R2_001_1088.fastq.gz	Mel75
cy75_1CORE_CD45pos_S95	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S95_R1_001_1089.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S95_R2_001_1089.fastq.gz	Mel75
cy75_1CORE_CD45pos_S96	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S96_R1_001_1090.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy75_1CORE_CD45pos_S96_R2_001_1090.fastq.gz	Mel75
cy98_CD45neg_CD90neg_S1	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S1_R1_001_1533.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S1_R2_001_1533.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S10	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S10_R1_001_1534.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S10_R2_001_1534.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S11	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S11_R1_001_1535.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S11_R2_001_1535.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S13	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S13_R1_001_1536.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S13_R2_001_1536.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S14	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S14_R1_001_1537.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S14_R2_001_1537.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S15	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S15_R1_001_1538.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S15_R2_001_1538.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S16	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S16_R1_001_1539.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S16_R2_001_1539.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S18	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S18_R1_001_1540.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S18_R2_001_1540.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S19	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S19_R1_001_1541.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S19_R2_001_1541.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S2	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S2_R1_001_1542.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S2_R2_001_1542.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S22	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S22_R1_001_1543.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S22_R2_001_1543.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S23	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S23_R1_001_1544.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S23_R2_001_1544.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S24	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S24_R1_001_1545.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S24_R2_001_1545.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S25	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S25_R1_001_1546.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S25_R2_001_1546.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S26	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S26_R1_001_1547.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S26_R2_001_1547.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S27	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S27_R1_001_1548.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S27_R2_001_1548.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S28	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S28_R1_001_1549.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S28_R2_001_1549.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S29	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S29_R1_001_1550.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S29_R2_001_1550.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S3	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S3_R1_001_1551.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S3_R2_001_1551.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S30	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S30_R1_001_1552.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S30_R2_001_1552.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S31	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S31_R1_001_1553.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S31_R2_001_1553.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S32	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S32_R1_001_1554.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S32_R2_001_1554.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S33	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S33_R1_001_1555.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S33_R2_001_1555.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S34	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S34_R1_001_1556.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S34_R2_001_1556.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S35	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S35_R1_001_1557.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S35_R2_001_1557.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S36	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S36_R1_001_1558.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S36_R2_001_1558.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S37	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S37_R1_001_1559.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S37_R2_001_1559.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S38	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S38_R1_001_1560.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S38_R2_001_1560.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S4	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S4_R1_001_1561.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S4_R2_001_1561.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S40	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S40_R1_001_1562.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S40_R2_001_1562.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S41	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S41_R1_001_1563.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S41_R2_001_1563.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S43	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S43_R1_001_1564.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S43_R2_001_1564.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S44	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S44_R1_001_1565.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S44_R2_001_1565.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S45	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S45_R1_001_1566.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S45_R2_001_1566.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S46	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S46_R1_001_1567.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S46_R2_001_1567.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S48	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S48_R1_001_1568.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S48_R2_001_1568.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S49	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S49_R1_001_1569.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S49_R2_001_1569.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S5	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S5_R1_001_1570.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S5_R2_001_1570.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S50	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S50_R1_001_1571.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S50_R2_001_1571.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S51	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S51_R1_001_1572.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S51_R2_001_1572.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S53	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S53_R1_001_1573.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S53_R2_001_1573.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S54	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S54_R1_001_1574.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S54_R2_001_1574.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S55	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S55_R1_001_1575.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S55_R2_001_1575.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S56	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S56_R1_001_1576.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S56_R2_001_1576.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S57	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S57_R1_001_1577.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S57_R2_001_1577.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S58	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S58_R1_001_1578.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S58_R2_001_1578.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S6	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S6_R1_001_1579.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S6_R2_001_1579.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S60	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S60_R1_001_1580.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S60_R2_001_1580.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S61	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S61_R1_001_1581.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S61_R2_001_1581.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S62	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S62_R1_001_1582.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S62_R2_001_1582.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S64	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S64_R1_001_1583.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S64_R2_001_1583.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S66	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S66_R1_001_1584.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S66_R2_001_1584.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S67	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S67_R1_001_1585.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S67_R2_001_1585.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S68	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S68_R1_001_1586.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S68_R2_001_1586.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S69	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S69_R1_001_1587.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S69_R2_001_1587.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S7	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S7_R1_001_1588.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S7_R2_001_1588.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S70	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S70_R1_001_1589.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S70_R2_001_1589.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S71	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S71_R1_001_1590.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S71_R2_001_1590.fastq.gz	Mel98
cy98_CD45neg_CD90neg_S72	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S72_R1_001_1591.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy98_CD45neg_CD90neg_S72_R2_001_1591.fastq.gz	Mel98
