entity:sample_id	cellType	fastq1	fastq2	participant
cy04_3_CD45pos_S11	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S11_R1_001_624.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S11_R2_001_624.fastq.gz	Mel04_3
cy04_3_CD45pos_S12	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S12_R1_001_625.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S12_R2_001_625.fastq.gz	Mel04_3
cy04_3_CD45pos_S14	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S14_R1_001_626.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S14_R2_001_626.fastq.gz	Mel04_3
cy04_3_CD45pos_S15	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S15_R1_001_627.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S15_R2_001_627.fastq.gz	Mel04_3
cy04_3_CD45pos_S16	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S16_R1_001_628.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S16_R2_001_628.fastq.gz	Mel04_3
cy04_3_CD45pos_S17	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S17_R1_001_629.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S17_R2_001_629.fastq.gz	Mel04_3
cy04_3_CD45pos_S22	NK	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S22_R1_001_630.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S22_R2_001_630.fastq.gz	Mel04_3
cy04_3_CD45pos_S25	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S25_R1_001_631.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S25_R2_001_631.fastq.gz	Mel04_3
cy04_3_CD45pos_S27	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S27_R1_001_632.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S27_R2_001_632.fastq.gz	Mel04_3
cy04_3_CD45pos_S28	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S28_R1_001_633.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S28_R2_001_633.fastq.gz	Mel04_3
cy04_3_CD45pos_S29	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S29_R1_001_634.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S29_R2_001_634.fastq.gz	Mel04_3
cy04_3_CD45pos_S3	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S3_R1_001_635.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S3_R2_001_635.fastq.gz	Mel04_3
cy04_3_CD45pos_S30	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S30_R1_001_636.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S30_R2_001_636.fastq.gz	Mel04_3
cy04_3_CD45pos_S31	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S31_R1_001_637.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S31_R2_001_637.fastq.gz	Mel04_3
cy04_3_CD45pos_S32	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S32_R1_001_638.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S32_R2_001_638.fastq.gz	Mel04_3
cy04_3_CD45pos_S34	NK	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S34_R1_001_639.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S34_R2_001_639.fastq.gz	Mel04_3
cy04_3_CD45pos_S35	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S35_R1_001_640.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S35_R2_001_640.fastq.gz	Mel04_3
cy04_3_CD45pos_S36	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S36_R1_001_641.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S36_R2_001_641.fastq.gz	Mel04_3
cy04_3_CD45pos_S37	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S37_R1_001_642.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S37_R2_001_642.fastq.gz	Mel04_3
cy04_3_CD45pos_S39	NK	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S39_R1_001_643.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S39_R2_001_643.fastq.gz	Mel04_3
cy04_3_CD45pos_S4	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S4_R1_001_644.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S4_R2_001_644.fastq.gz	Mel04_3
cy04_3_CD45pos_S40	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S40_R1_001_645.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S40_R2_001_645.fastq.gz	Mel04_3
cy04_3_CD45pos_S41	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S41_R1_001_646.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S41_R2_001_646.fastq.gz	Mel04_3
cy04_3_CD45pos_S42	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S42_R1_001_647.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S42_R2_001_647.fastq.gz	Mel04_3
cy04_3_CD45pos_S43	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S43_R1_001_648.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S43_R2_001_648.fastq.gz	Mel04_3
cy04_3_CD45pos_S44	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S44_R1_001_649.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S44_R2_001_649.fastq.gz	Mel04_3
cy04_3_CD45pos_S46	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S46_R1_001_650.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S46_R2_001_650.fastq.gz	Mel04_3
cy04_3_CD45pos_S47	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S47_R1_001_651.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S47_R2_001_651.fastq.gz	Mel04_3
cy04_3_CD45pos_S48	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S48_R1_001_652.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S48_R2_001_652.fastq.gz	Mel04_3
cy04_3_CD45pos_S5	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S5_R1_001_653.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S5_R2_001_653.fastq.gz	Mel04_3
cy04_3_CD45pos_S52	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S52_R1_001_654.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S52_R2_001_654.fastq.gz	Mel04_3
cy04_3_CD45pos_S53	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S53_R1_001_655.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S53_R2_001_655.fastq.gz	Mel04_3
cy04_3_CD45pos_S55	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S55_R1_001_656.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S55_R2_001_656.fastq.gz	Mel04_3
cy04_3_CD45pos_S58	B_cell	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S58_R1_001_657.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S58_R2_001_657.fastq.gz	Mel04_3
cy04_3_CD45pos_S59	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S59_R1_001_658.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S59_R2_001_658.fastq.gz	Mel04_3
cy04_3_CD45pos_S6	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S6_R1_001_659.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S6_R2_001_659.fastq.gz	Mel04_3
cy04_3_CD45pos_S60	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S60_R1_001_660.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S60_R2_001_660.fastq.gz	Mel04_3
cy04_3_CD45pos_S62	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S62_R1_001_661.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S62_R2_001_661.fastq.gz	Mel04_3
cy04_3_CD45pos_S65	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S65_R1_001_662.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S65_R2_001_662.fastq.gz	Mel04_3
cy04_3_CD45pos_S66	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S66_R1_001_663.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S66_R2_001_663.fastq.gz	Mel04_3
cy04_3_CD45pos_S7	Macrophage	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S7_R1_001_664.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S7_R2_001_664.fastq.gz	Mel04_3
cy04_3_CD45pos_S70	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S70_R1_001_665.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S70_R2_001_665.fastq.gz	Mel04_3
cy04_3_CD45pos_S71	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S71_R1_001_666.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S71_R2_001_666.fastq.gz	Mel04_3
cy04_3_CD45pos_S72	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S72_R1_001_667.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S72_R2_001_667.fastq.gz	Mel04_3
cy04_3_CD45pos_S74	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S74_R1_001_668.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S74_R2_001_668.fastq.gz	Mel04_3
cy04_3_CD45pos_S75	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S75_R1_001_669.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S75_R2_001_669.fastq.gz	Mel04_3
cy04_3_CD45pos_S76	NK	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S76_R1_001_670.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S76_R2_001_670.fastq.gz	Mel04_3
cy04_3_CD45pos_S77	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S77_R1_001_671.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S77_R2_001_671.fastq.gz	Mel04_3
cy04_3_CD45pos_S78	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S78_R1_001_672.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S78_R2_001_672.fastq.gz	Mel04_3
cy04_3_CD45pos_S79	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S79_R1_001_673.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S79_R2_001_673.fastq.gz	Mel04_3
cy04_3_CD45pos_S8	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S8_R1_001_674.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S8_R2_001_674.fastq.gz	Mel04_3
cy04_3_CD45pos_S80	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S80_R1_001_675.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S80_R2_001_675.fastq.gz	Mel04_3
cy04_3_CD45pos_S81	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S81_R1_001_676.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S81_R2_001_676.fastq.gz	Mel04_3
cy04_3_CD45pos_S82	NK	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S82_R1_001_677.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S82_R2_001_677.fastq.gz	Mel04_3
cy04_3_CD45pos_S84	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S84_R1_001_678.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S84_R2_001_678.fastq.gz	Mel04_3
cy04_3_CD45pos_S86	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S86_R1_001_679.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S86_R2_001_679.fastq.gz	Mel04_3
cy04_3_CD45pos_S87	T_CD4	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S87_R1_001_680.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S87_R2_001_680.fastq.gz	Mel04_3
cy04_3_CD45pos_S88	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S88_R1_001_681.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S88_R2_001_681.fastq.gz	Mel04_3
cy04_3_CD45pos_S89	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S89_R1_001_682.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S89_R2_001_682.fastq.gz	Mel04_3
cy04_3_CD45pos_S9	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S9_R1_001_683.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S9_R2_001_683.fastq.gz	Mel04_3
cy04_3_CD45pos_S90	NK	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S90_R1_001_684.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S90_R2_001_684.fastq.gz	Mel04_3
cy04_3_CD45pos_S93	T_CD8	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S93_R1_001_685.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S93_R2_001_685.fastq.gz	Mel04_3
cy04_3_CD45pos_S95	NK	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S95_R1_001_686.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy04_3_CD45pos_S95_R2_001_686.fastq.gz	Mel04_3
cy102_CD45neg_CD90neg_S1	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S1_R1_001_1091.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S1_R2_001_1091.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S11	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S11_R1_001_1092.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S11_R2_001_1092.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S13	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S13_R1_001_1093.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S13_R2_001_1093.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S14	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S14_R1_001_1094.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S14_R2_001_1094.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S15	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S15_R1_001_1095.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S15_R2_001_1095.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S16	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S16_R1_001_1096.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S16_R2_001_1096.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S17	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S17_R1_001_1097.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S17_R2_001_1097.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S18	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S18_R1_001_1098.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S18_R2_001_1098.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S19	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S19_R1_001_1099.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S19_R2_001_1099.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S2	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S2_R1_001_1100.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S2_R2_001_1100.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S20	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S20_R1_001_1101.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S20_R2_001_1101.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S21	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S21_R1_001_1102.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S21_R2_001_1102.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S22	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S22_R1_001_1103.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S22_R2_001_1103.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S23	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S23_R1_001_1104.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S23_R2_001_1104.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S24	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S24_R1_001_1105.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S24_R2_001_1105.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S26	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S26_R1_001_1106.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S26_R2_001_1106.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S27	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S27_R1_001_1107.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S27_R2_001_1107.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S28	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S28_R1_001_1108.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S28_R2_001_1108.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S289	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A289_S289_R1_001_125.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A289_S289_R2_001_125.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S29	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S29_R1_001_1109.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/cy102_CD45neg_CD90neg_S29_R2_001_1109.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S290	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A290_S290_R1_001_126.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A290_S290_R2_001_126.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S291	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A291_S291_R1_001_127.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A291_S291_R2_001_127.fastq.gz	Mel102
cy102_CD45neg_CD90neg_S292	Mal	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A292_S292_R1_001_128.fastq.gz	gs://fc-ffd22ad9-cd76-4df3-8718-3e59a1d52a68/data/A292_S292_R2_001_128.fastq.gz	Mel102
